user_id,tx_count_30d,tx_count_trend,days_since_last_tx,voucher_redemption_count_30d,days_since_last_redemption,avg_tx_amount_30d,notification_read_rate,wallet_balance_trend,login_frequency_30d,session_count_30d,unique_merchants_30d,has_savings_goal,has_active_autopay,account_age_days,region_encoded,is_churned
USR_03608,10,0.7692,28,1,27,1139.9,0.6416,0.3374,9,12,3,0,0,752,2,0
USR_03609,12,0.8571,4,1,43,353.24,0.2654,-0.6519,10,12,4,0,0,819,11,0
USR_03610,3,0.5,26,0,131,1825.95,0.6726,0.209,2,3,1,0,1,684,8,0
USR_03611,25,0.8333,1,3,1,1085.73,0.3076,0.1165,21,21,8,1,0,828,8,0
USR_03612,13,0.7222,16,1,40,215.23,0.7505,-0.1987,11,15,4,0,1,742,6,0
USR_03613,4,0.2667,4,0,60,743.37,0.4635,0.5874,3,5,1,0,1,116,3,0
USR_03614,17,0.5484,3,2,9,1152.31,0.2894,-0.0807,14,15,5,0,0,909,3,0
USR_03615,10,1.0,7,1,36,630.95,0.5475,0.2778,8,11,3,0,1,552,9,0
USR_03616,7,0.4667,4,0,51,710.39,0.5045,0.5584,6,10,2,1,0,90,2,0
USR_03617,4,0.3077,1,0,137,1008.22,0.7717,-0.0369,3,5,1,0,0,508,6,0
USR_03618,2,0.4,9,0,88,184.79,0.6001,0.2635,1,1,0,0,0,539,7,0
USR_03619,5,0.4545,3,0,199,581.89,0.6406,-0.0144,4,6,1,0,0,131,10,0
USR_03620,7,0.4118,11,1,3,506.31,0.9096,0.0961,6,9,2,0,0,1195,2,0
USR_03621,6,0.4615,9,0,126,1250.3,0.7402,-0.2927,5,5,2,1,1,290,8,0
USR_03622,9,1.0,15,1,37,435.09,0.257,0.0389,8,11,3,1,0,416,0,0
USR_03623,17,0.7391,25,2,35,3243.85,0.649,0.051,14,16,5,0,0,545,0,0
USR_03624,5,0.5556,4,0,39,427.04,0.3567,0.0337,4,6,1,0,1,1004,3,0
USR_03625,12,0.8571,25,1,23,277.03,0.364,0.3467,10,10,4,1,0,899,0,0
USR_03626,3,0.75,16,0,31,1821.05,0.5862,0.0829,2,4,1,0,0,932,12,0
USR_03627,13,0.7222,29,1,24,1097.24,0.9067,-0.3093,10,12,4,0,0,307,12,0
USR_03628,10,0.4545,12,1,38,924.96,0.8298,0.1606,8,12,3,0,0,1019,0,0
USR_03629,4,0.25,2,0,98,559.01,0.707,-0.178,3,4,1,0,0,1000,10,0
USR_03630,7,0.7778,6,0,152,511.42,0.4585,0.0543,6,8,2,0,0,572,4,0
USR_03631,7,0.4375,0,1,27,978.92,0.3119,0.0388,6,8,2,0,1,668,7,0
USR_03632,6,0.3529,25,0,186,430.46,0.7804,0.2124,5,8,2,0,0,73,11,0
USR_03633,21,0.75,16,2,18,2814.46,0.8256,0.0584,17,17,7,1,1,919,5,0
USR_03634,9,1.0,26,1,7,819.79,0.4684,0.1803,8,12,3,0,0,1154,0,0
USR_03635,9,0.4737,18,1,9,545.63,0.7241,0.0433,7,8,3,0,0,582,0,0
USR_03636,14,0.875,28,1,3,486.57,0.4505,0.6898,11,13,4,0,0,662,4,0
USR_03637,6,0.75,7,0,47,255.76,0.235,-0.1013,5,7,2,1,1,614,12,0
USR_03638,23,0.8519,9,3,30,1192.45,0.329,-0.161,19,20,7,1,1,126,5,0
USR_03639,10,0.9091,23,1,9,359.81,0.3159,0.1859,8,9,3,0,1,755,3,0
USR_03640,18,0.5625,24,2,3,600.0,0.6334,-0.1285,15,19,6,0,0,874,0,0
USR_03641,9,0.5294,28,1,13,5000.0,0.9531,0.2399,8,10,3,1,0,1115,12,0
USR_03642,18,0.6,26,2,12,157.13,0.6953,-0.3631,15,15,6,1,0,1117,2,0
USR_03643,10,1.0,9,1,3,614.33,0.8285,0.0502,8,12,3,0,0,605,7,0
USR_03644,11,0.8462,20,1,5,222.57,0.5966,0.1426,9,12,3,1,1,1152,7,0
USR_03645,17,0.8947,28,2,30,432.77,0.9487,-0.3291,14,14,5,1,0,648,1,0
USR_03646,16,0.9412,7,2,33,593.54,0.4704,0.1213,13,17,5,1,0,781,0,0
USR_03647,10,0.5,3,1,12,234.4,0.4072,-0.5836,8,11,3,0,0,734,3,0
USR_03648,15,0.8824,15,2,17,922.7,0.6483,0.0146,13,17,5,1,1,1198,2,0
USR_03649,8,0.381,14,1,43,2153.25,0.52,0.3601,7,10,2,1,0,892,7,0
USR_03650,16,0.5926,20,2,15,868.08,0.3939,-0.2529,14,18,5,0,0,170,10,0
USR_03651,14,0.7778,5,1,33,1302.71,0.2679,-0.0165,12,16,4,0,0,114,1,0
USR_03652,7,0.6364,13,0,156,2439.12,0.6124,-0.2482,5,7,2,0,0,509,4,0
USR_03653,12,0.7059,17,1,40,1081.09,0.4408,0.212,10,14,4,0,0,633,0,0
USR_03654,7,0.4667,17,0,176,101.05,0.7006,0.2467,6,6,2,1,1,812,1,0
USR_03655,10,0.5,2,1,8,767.6,0.8439,0.1655,8,12,3,0,0,593,8,0
USR_03656,11,0.6471,3,1,42,89.85,0.8303,0.2291,9,10,3,1,0,632,9,0
USR_03657,1,0.0769,15,0,179,373.21,0.5656,-0.1978,1,5,0,0,1,1108,9,0
USR_03658,12,0.5217,11,1,10,200.5,0.2276,-0.026,10,12,4,1,0,421,0,0
USR_03659,7,0.7,5,0,52,827.44,0.1184,-0.3444,6,8,2,0,0,607,4,0
USR_03660,8,0.6154,24,1,17,324.47,0.6275,-0.2703,6,10,2,0,0,682,3,0
USR_03661,15,0.5556,12,2,43,845.82,0.7399,-0.0537,12,14,5,1,0,577,13,0
USR_03662,6,0.375,17,0,120,1242.62,0.6094,0.3596,5,9,2,0,0,1162,6,0
USR_03663,8,0.3636,20,1,29,309.01,0.9749,-0.2551,6,9,2,0,1,1155,12,0
USR_03664,20,0.9524,21,2,21,813.22,0.4794,0.0982,17,18,6,1,0,630,0,0
USR_03665,3,0.75,10,0,111,81.84,0.55,-0.2584,3,3,1,0,0,557,3,0
USR_03666,11,0.6111,0,1,21,201.53,0.8897,-0.3553,9,9,3,0,0,719,9,0
USR_03667,8,0.7273,16,1,6,1833.68,0.5297,0.4161,6,9,2,0,0,241,2,0
USR_03668,14,0.56,7,1,39,328.46,0.6063,0.345,11,11,4,0,1,528,6,0
USR_03669,6,0.375,29,0,153,436.99,0.6503,-0.2316,5,7,2,0,0,283,4,0
USR_03670,8,0.5714,26,1,33,345.77,0.1433,-0.0973,6,7,2,0,1,198,13,0
USR_03671,7,1.0,26,0,118,166.24,0.7777,0.0546,6,6,2,1,0,141,0,0
USR_03672,19,0.7917,23,2,31,290.86,0.4759,-0.2986,16,16,6,1,0,716,12,0
USR_03673,13,0.7647,29,1,14,662.07,0.4926,0.1546,11,12,4,0,0,30,3,0
USR_03674,7,0.5833,28,0,108,488.71,0.4265,-0.4776,5,8,2,0,1,786,3,0
USR_03675,20,0.625,5,2,41,1569.65,0.5133,-0.156,17,17,6,0,1,535,4,0
USR_03676,2,0.1538,18,0,80,405.51,0.2799,-0.1042,2,3,0,1,0,458,1,0
USR_03677,3,0.2308,14,0,163,658.77,0.4666,0.1372,2,2,1,0,0,930,13,0
USR_03678,12,1.0,0,1,18,430.43,0.5878,0.3775,10,13,4,1,0,660,12,0
USR_03679,8,0.4706,23,1,14,1404.11,0.4153,-0.316,7,8,2,0,1,888,13,0
USR_03680,12,0.6316,3,1,26,211.35,0.6817,-0.0448,10,14,4,0,1,860,13,0
USR_03681,27,0.75,27,3,15,974.72,0.2861,0.1689,22,26,9,0,0,67,6,0
USR_03682,12,0.6667,20,1,16,919.59,0.5621,-0.0294,10,10,4,0,0,282,3,0
USR_03683,19,0.7308,7,2,32,344.8,0.3553,-0.0643,16,16,6,0,0,696,10,0
USR_03684,13,0.7222,1,1,34,614.34,0.6189,0.2364,10,12,4,1,1,1171,0,0
USR_03685,10,0.4762,29,1,0,906.48,0.3889,-0.5661,9,9,3,1,0,210,10,0
USR_03686,11,0.6471,24,1,7,382.44,0.6011,-0.0733,9,13,3,1,1,153,4,0
USR_03687,10,0.4545,13,1,38,376.1,0.5396,0.0094,8,12,3,1,0,1131,6,0
USR_03688,26,0.6667,24,3,40,248.69,0.3795,-0.0157,22,22,8,1,1,1161,3,0
USR_03689,20,0.6452,23,2,42,3353.9,0.7347,-0.2436,17,19,6,1,1,225,2,0
USR_03690,0,0.0,130,0,112,457.81,0.632,0.2587,0,1,0,1,1,499,0,0
USR_03691,10,0.5882,15,1,21,249.43,0.7674,0.0797,8,9,3,1,0,763,3,0
USR_03692,11,0.6111,1,1,6,161.66,0.221,-1.0,9,10,3,0,0,258,3,0
USR_03693,17,0.6071,8,2,4,349.95,0.281,0.1758,14,17,5,0,1,411,1,0
USR_03694,9,0.4286,9,1,26,823.48,0.8469,-0.052,7,9,3,1,0,492,1,0
USR_03695,14,0.56,3,1,2,542.2,0.566,0.2583,12,16,4,1,1,780,5,0
USR_03696,11,0.5238,21,1,7,880.51,0.7266,0.3951,9,11,3,1,0,390,2,0
USR_03697,16,0.7273,4,2,11,1178.77,0.9542,0.0186,13,17,5,0,0,512,10,0
USR_03698,4,0.5714,7,0,150,589.5,0.3035,-0.2334,4,4,1,0,0,368,0,0
USR_03699,20,0.8,19,2,6,600.62,0.6917,0.2696,17,18,6,0,1,918,5,0
USR_03700,7,0.3333,15,1,0,2327.56,0.7695,0.4412,6,7,2,1,0,209,0,0
USR_03701,3,0.3333,16,0,186,1199.08,0.2985,0.0971,2,4,1,0,1,299,4,0
USR_03702,10,0.5882,25,1,26,904.7,0.3,-0.017,8,10,3,0,0,322,4,0
USR_03703,15,0.6818,12,2,18,505.49,0.3259,0.2827,13,15,5,1,1,1089,6,0
USR_03704,8,0.6154,18,1,17,1141.78,0.348,-0.2573,7,9,2,0,1,1135,3,0
USR_03705,11,0.8462,18,1,8,881.7,0.5306,0.0297,9,12,3,0,0,615,4,0
USR_03706,3,0.5,3,0,41,855.53,0.5903,-0.1335,2,2,1,1,1,212,1,0
USR_03707,13,0.8125,15,1,37,1180.6,0.2564,0.1713,11,11,4,1,0,914,3,0
USR_03708,2,0.5,16,0,146,863.38,0.584,-0.0621,2,6,0,0,1,605,3,0
USR_03709,1,0.5,4,0,123,197.28,0.1202,-0.0519,0,4,0,1,1,1024,6,0
USR_03710,2,0.125,3,0,177,694.88,0.6534,0.1703,2,5,0,1,0,451,3,0
USR_03711,2,0.6667,7,0,105,272.59,0.779,0.4148,2,6,0,0,0,1198,9,0
USR_03712,12,0.9231,12,1,23,1103.94,0.825,0.1922,10,12,4,1,0,974,3,0
USR_03713,12,0.6,12,1,30,189.66,0.6918,0.2458,10,13,4,1,0,292,1,0
USR_03714,2,0.1333,6,0,166,648.81,0.7408,0.3148,2,5,0,0,0,878,2,0
USR_03715,17,0.6296,11,2,38,696.64,0.8782,-0.0915,14,14,5,0,0,365,0,0
USR_03716,4,0.8,8,0,63,265.71,0.1627,0.0623,3,5,1,0,0,439,4,0
USR_03717,3,0.25,27,0,166,623.37,0.558,-0.0321,2,6,1,1,1,323,10,0
USR_03718,24,0.75,19,3,40,1229.28,0.4574,0.0032,20,22,8,0,1,828,8,0
USR_03719,4,0.2857,28,0,30,426.1,0.1969,-0.108,4,7,1,1,0,337,3,0
USR_03720,11,0.7333,19,1,43,838.5,0.7218,-0.0483,9,11,3,0,0,777,1,0
USR_03721,10,0.625,16,1,17,998.35,0.557,-0.0833,8,9,3,1,0,711,10,0
USR_03722,16,0.5333,14,2,40,283.18,0.456,-0.2191,13,14,5,0,0,908,0,0
USR_03723,10,0.4762,7,1,23,687.5,0.969,-0.7371,8,11,3,1,0,1192,3,0
USR_03724,7,0.7,5,1,21,561.9,0.8046,0.0105,6,9,2,1,0,40,10,0
USR_03725,24,0.6857,23,3,8,657.29,0.5735,0.4667,20,22,8,1,0,1188,3,0
USR_03726,4,0.25,11,0,112,184.33,0.9399,0.1568,3,5,1,1,1,157,0,0
USR_03727,9,0.4737,5,1,42,215.75,0.4384,-0.0449,8,11,3,0,1,646,1,0
USR_03728,18,0.6667,12,2,42,1765.26,0.7727,-0.398,15,19,6,0,0,428,5,0
USR_03729,12,0.5217,14,1,11,1218.08,0.3616,-0.2611,10,12,4,0,1,777,0,0
USR_03730,3,0.2727,20,0,185,793.21,0.8188,-0.5474,2,4,1,1,0,874,6,0
USR_03731,11,0.7857,29,1,34,1368.27,0.8032,0.1204,9,10,3,0,0,1036,3,0
USR_03732,16,0.6957,29,2,42,230.28,0.8527,-0.2404,14,17,5,1,0,500,2,0
USR_03733,8,0.5,26,1,42,554.69,0.537,0.3344,7,9,2,1,0,1121,1,0
USR_03734,3,0.2143,24,0,85,514.49,0.6358,-0.6986,3,7,1,0,0,407,10,0
USR_03735,18,0.6207,27,2,12,359.19,0.5619,-0.1631,15,17,6,0,0,268,3,0
USR_03736,4,0.8,21,0,196,268.55,0.3673,0.2965,3,3,1,0,0,473,8,0
USR_03737,17,0.9444,2,2,20,1906.33,0.1705,-0.395,14,16,5,0,1,648,3,0
USR_03738,18,0.9,7,2,28,402.02,0.3912,-0.3986,15,16,6,0,1,811,0,0
USR_03739,6,0.6667,13,0,109,953.85,0.5412,-0.1827,5,7,2,1,1,1004,3,0
USR_03740,1,0.2,23,0,108,867.66,0.6899,-0.3489,1,5,0,1,0,293,4,0
USR_03741,19,0.7308,23,2,37,1535.08,0.3148,-0.1346,16,16,6,1,0,384,3,0
USR_03742,1,0.0909,26,0,179,1196.72,0.4727,-0.6902,1,4,0,1,1,1128,10,0
USR_03743,8,0.5714,4,1,35,520.07,0.4325,0.3425,6,10,2,1,1,544,12,0
USR_03744,0,0.0,74,0,186,241.76,0.6401,0.2243,0,4,0,0,0,312,9,0
USR_03745,4,0.2353,23,0,138,1358.14,0.8875,-0.1793,3,4,1,0,0,1183,5,0
USR_03746,3,0.2143,11,0,74,1767.88,0.7985,-0.5695,2,6,1,0,0,555,4,0
USR_03747,22,0.6667,10,3,2,4772.02,0.4737,-0.2844,18,21,7,1,0,1182,6,0
USR_03748,7,0.3889,19,1,12,1454.49,0.268,0.2044,6,9,2,1,1,1105,2,0
USR_03749,10,1.0,26,1,33,398.99,0.8415,0.2157,8,10,3,0,1,1090,10,0
USR_03750,9,0.45,13,1,33,442.67,0.6429,-0.2069,7,8,3,0,0,710,10,0
USR_03751,23,0.7931,12,3,26,126.33,0.501,0.118,19,23,7,1,0,964,1,0
USR_03752,1,0.1,2,0,37,347.45,0.3834,-0.478,0,0,0,1,0,1153,12,0
USR_03753,11,0.5,7,1,19,241.03,0.6014,-0.0453,9,13,3,1,1,344,10,0
USR_03754,14,1.0,2,1,25,1064.71,0.5303,-0.4059,12,15,4,0,0,74,3,0
USR_03755,19,0.6552,27,2,40,1430.85,0.5764,0.0896,16,19,6,0,1,405,12,0
USR_03756,12,0.48,25,1,2,4050.24,0.7516,-0.1513,10,13,4,1,0,775,0,0
USR_03757,3,0.2727,21,0,82,5000.0,0.8186,-0.0997,2,4,1,1,0,670,0,0
USR_03758,16,0.64,6,2,3,811.63,0.2699,-0.0238,13,15,5,0,0,124,2,0
USR_03759,6,0.8571,13,0,192,417.28,0.7981,-0.5564,5,7,2,0,0,686,5,0
USR_03760,0,0.0,92,0,168,486.47,0.8752,-0.0115,0,0,0,1,0,234,2,0
USR_03761,9,0.4091,28,1,7,382.27,0.7151,0.3266,7,8,3,0,1,621,12,0
USR_03762,19,0.7917,1,2,0,4337.1,0.4645,0.0166,16,17,6,0,0,703,1,0
USR_03763,5,0.4545,18,0,94,72.52,0.2215,0.3058,4,5,1,1,0,774,2,0
USR_03764,20,0.7407,14,2,0,2431.34,0.5411,-0.1285,16,16,6,1,1,512,6,0
USR_03765,21,0.913,17,2,7,315.24,0.4809,0.0667,17,17,7,1,0,507,0,0
USR_03766,19,0.95,2,2,17,486.4,0.5904,0.1021,16,19,6,0,0,823,7,0
USR_03767,17,0.9444,10,2,11,84.42,0.8949,0.1849,14,15,5,1,0,906,3,0
USR_03768,21,0.913,24,2,20,1546.88,0.7664,0.2772,17,17,7,1,0,975,13,0
USR_03769,19,0.6333,25,2,34,1254.53,0.8226,-0.421,16,19,6,0,0,420,7,0
USR_03770,10,0.5263,12,1,0,277.36,0.4811,-0.2352,9,10,3,0,0,526,0,0
USR_03771,23,0.7188,17,3,15,1613.28,0.9963,0.1452,19,21,7,0,1,416,0,0
USR_03772,18,0.9474,24,2,17,1382.98,0.5085,0.1097,15,19,6,1,1,647,0,0
USR_03773,25,0.8929,18,3,12,435.21,0.6236,-0.0083,20,22,8,0,0,178,13,0
USR_03774,10,0.4167,12,1,24,128.77,0.634,0.7849,8,12,3,1,0,533,6,0
USR_03775,15,0.6818,28,2,11,558.21,0.6418,0.0282,12,16,5,1,0,250,3,0
USR_03776,11,0.9167,29,1,9,1530.48,0.2933,0.087,9,11,3,0,0,652,1,0
USR_03777,7,0.3333,8,1,2,319.91,0.7695,-0.4056,6,9,2,0,0,1025,11,0
USR_03778,14,0.6364,1,1,31,1579.76,0.5748,0.2827,11,13,4,0,0,1182,1,0
USR_03779,10,0.5882,23,1,15,334.12,0.5402,0.0275,8,10,3,1,0,552,7,0
USR_03780,2,0.2,3,0,136,618.66,0.4213,0.0187,1,5,0,0,0,95,8,0
USR_03781,14,0.7368,24,1,4,369.0,0.5268,0.5695,11,11,4,0,0,296,2,0
USR_03782,6,0.375,23,0,160,753.85,0.6097,-0.0507,5,9,2,0,0,152,4,0
USR_03783,11,0.7333,1,1,25,1283.05,0.4321,0.3346,9,13,3,1,1,918,1,0
USR_03784,12,0.7059,16,1,38,2451.85,0.6726,0.3304,10,11,4,0,0,1182,3,0
USR_03785,14,0.875,21,1,8,785.79,0.9452,-0.058,12,13,4,1,0,678,13,0
USR_03786,6,0.75,2,0,120,191.14,0.7906,-0.4308,5,6,2,1,0,236,7,0
USR_03787,9,0.4091,24,1,12,1102.86,0.91,-0.1911,7,10,3,1,0,54,10,0
USR_03788,20,0.8696,3,2,1,524.13,0.5792,0.3322,17,20,6,0,1,1172,4,0
USR_03789,10,0.8333,16,1,21,515.2,0.767,-0.1174,8,8,3,1,0,400,1,0
USR_03790,16,0.6957,0,2,30,723.89,0.8652,-0.3751,13,17,5,1,1,161,7,0
USR_03791,4,1.0,3,0,118,1040.4,0.598,0.0424,3,6,1,1,0,237,4,0
USR_03792,10,0.625,22,1,31,477.78,0.7151,-0.3229,8,8,3,0,1,328,0,0
USR_03793,0,0.0,162,0,196,1058.67,0.8294,-0.2806,0,3,0,0,0,797,3,0
USR_03794,22,0.88,26,2,24,919.47,0.6619,-0.3037,18,19,7,1,0,1073,6,0
USR_03795,11,0.8462,0,1,43,1059.29,0.9398,0.2934,9,12,3,0,1,351,8,0
USR_03796,23,0.6571,18,3,6,1344.64,0.817,0.3765,19,19,7,1,0,834,1,0
USR_03797,16,0.7273,10,2,2,113.86,0.7356,-0.409,14,15,5,0,0,105,11,0
USR_03798,4,1.0,18,0,115,485.8,0.5248,0.0616,3,4,1,0,0,41,3,0
USR_03799,23,0.6389,18,3,39,588.65,0.1847,0.1516,19,23,7,0,0,94,2,0
USR_03800,2,0.125,19,0,103,544.98,0.6439,-0.209,2,6,0,1,0,1110,1,0
USR_03801,15,0.8824,17,2,41,332.64,0.7621,-0.2428,12,13,5,0,1,710,9,0
USR_03802,12,0.9231,28,1,17,394.67,0.3385,0.4919,10,11,4,0,0,972,2,0
USR_03803,11,0.8462,15,1,43,1009.27,0.7186,-0.3797,9,10,3,0,0,55,4,0
USR_03804,5,0.5556,25,0,137,961.66,0.5498,0.1795,4,8,1,1,0,56,1,0
USR_03805,25,0.8065,12,3,38,682.69,0.4119,0.1322,21,21,8,0,1,1023,6,0
USR_03806,21,0.6562,18,2,24,297.91,0.953,0.7166,18,22,7,0,0,150,9,0
USR_03807,16,0.5517,20,2,36,1322.98,0.2147,0.3378,13,15,5,0,1,211,2,0
USR_03808,21,0.6364,11,2,35,1248.78,0.6153,-0.4729,17,19,7,0,0,637,12,0
USR_03809,8,0.381,26,1,10,1619.6,0.2258,-0.3703,7,10,2,0,0,739,0,0
USR_03810,9,1.0,8,1,34,355.92,0.6815,-0.2095,8,10,3,0,0,297,0,0
USR_03811,6,0.3,24,0,98,5000.0,0.6145,0.022,5,5,2,0,1,550,5,0
USR_03812,21,0.7,5,2,22,793.17,0.7616,-0.5249,17,21,7,0,1,819,7,0
USR_03813,18,0.9474,21,2,27,362.88,0.8077,0.1039,15,17,6,1,0,548,1,0
USR_03814,25,0.641,24,3,2,4461.17,0.5247,0.0766,21,24,8,0,0,477,4,0
USR_03815,13,0.5652,8,1,24,1209.66,0.4941,-0.1326,11,15,4,1,1,114,2,0
USR_03816,11,0.5,7,1,9,782.28,0.4223,0.3482,9,9,3,0,0,558,4,0
USR_03817,6,0.4,28,0,164,861.63,0.6607,0.1739,5,8,2,0,0,969,6,0
USR_03818,22,0.6667,19,3,21,1855.49,0.3065,0.356,18,21,7,1,1,763,13,0
USR_03819,3,1.0,25,0,114,813.85,0.0756,0.7843,2,3,1,0,0,1074,3,0
USR_03820,21,0.7241,28,2,44,167.38,0.5356,-0.2735,17,17,7,1,1,177,6,1
USR_03821,8,0.4444,28,1,12,655.63,0.502,0.1545,7,9,2,0,0,42,5,0
USR_03822,13,0.52,24,1,24,1366.02,0.5595,-0.1739,10,11,4,0,0,671,2,0
USR_03823,10,0.5,18,1,30,640.19,0.7601,0.2132,8,8,3,0,0,238,1,0
USR_03824,11,0.7857,28,1,36,302.44,0.8568,-0.1211,9,9,3,1,0,724,13,0
USR_03825,19,0.6786,9,2,27,646.07,0.7723,-0.1097,16,16,6,0,0,1087,1,0
USR_03826,1,0.25,16,0,72,1327.96,0.7535,-0.3151,0,4,0,1,1,424,9,0
USR_03827,9,0.75,13,1,15,1846.04,0.768,0.156,8,11,3,1,1,672,0,0
USR_03828,4,0.3077,10,0,92,273.87,0.4695,0.5133,3,3,1,0,0,827,9,0
USR_03829,4,0.5,9,0,174,259.32,0.4651,-0.3114,3,3,1,1,0,205,1,0
USR_03830,14,0.7778,29,1,44,634.53,0.5186,-0.6103,12,15,4,0,0,1079,13,0
USR_03831,8,0.5,10,1,38,382.11,0.892,0.2061,7,10,2,0,1,267,6,0
USR_03832,2,0.5,3,0,35,418.83,0.723,0.3874,2,3,0,1,0,975,0,0
USR_03833,4,0.6667,12,0,153,536.47,0.9706,0.7753,3,7,1,1,0,802,7,0
USR_03834,11,0.6471,11,1,30,1227.66,0.7964,-0.0367,9,10,3,1,0,194,5,0
USR_03835,2,0.5,28,0,187,338.64,0.5691,-0.0381,2,2,0,0,0,878,2,0
USR_03836,17,0.6071,23,2,10,261.65,0.7945,0.1819,14,16,5,0,0,259,1,0
USR_03837,26,0.7222,14,3,33,368.25,0.8106,-0.2608,21,22,8,0,0,731,7,0
USR_03838,5,0.2632,24,0,43,198.28,0.7731,-0.2147,4,4,1,0,1,1152,8,0
USR_03839,5,0.7143,12,0,114,693.72,0.6192,0.2726,4,4,1,0,0,1145,2,0
USR_03840,9,0.45,6,1,42,725.81,0.7696,-0.4096,7,11,3,1,0,1049,11,0
USR_03841,4,1.0,19,0,54,1492.18,0.426,-0.3022,4,7,1,1,0,608,1,0
USR_03842,4,0.3077,18,0,63,285.18,0.3735,-0.4428,3,4,1,1,1,684,0,0
USR_03843,3,0.6,8,0,95,733.82,0.8793,-0.2181,3,4,1,0,0,381,5,0
USR_03844,4,0.2857,5,0,39,869.54,0.8401,-0.1041,4,4,1,0,0,1107,0,0
USR_03845,20,0.9524,0,2,18,192.79,0.2036,-0.0789,16,18,6,1,1,588,2,0
USR_03846,12,1.0,11,1,22,792.58,0.2069,-0.0674,10,13,4,0,1,932,4,0
USR_03847,18,0.8182,21,2,15,816.51,0.835,0.2283,15,18,6,1,0,450,2,0
USR_03848,10,0.6667,24,1,12,600.42,0.5168,-0.0513,8,11,3,1,0,896,1,0
USR_03849,11,0.5,9,1,21,238.63,0.6131,-0.2424,9,10,3,1,0,292,7,0
USR_03850,8,0.8,19,1,13,625.84,0.8885,-0.3556,7,9,2,1,0,888,4,0
USR_03851,10,0.4762,7,1,32,139.08,0.4403,-0.1121,8,8,3,1,0,83,10,0
USR_03852,11,0.6111,5,1,12,862.78,0.6752,0.5767,9,9,3,0,0,152,5,0
USR_03853,18,0.9474,16,2,14,1203.88,0.8742,0.0778,15,15,6,0,0,442,4,0
USR_03854,8,0.3636,9,1,35,558.26,0.4165,0.5119,7,7,2,1,0,593,1,0
USR_03855,10,0.5556,4,1,26,1851.11,0.427,-0.6237,8,10,3,0,0,862,9,0
USR_03856,10,0.4545,7,1,37,380.8,0.359,-0.2837,8,8,3,1,1,450,1,0
USR_03857,17,0.9444,8,2,16,371.52,0.5409,-0.5472,14,14,5,0,0,51,1,0
USR_03858,20,0.7692,9,2,35,532.28,0.4942,-0.0397,16,19,6,1,0,410,10,0
USR_03859,11,0.8462,15,1,43,4067.82,0.6228,0.1385,9,12,3,1,1,543,8,0
USR_03860,19,0.7308,26,2,0,529.88,0.708,0.2783,15,17,6,1,0,666,5,0
USR_03861,13,0.5417,29,1,30,3694.74,0.8162,0.2218,11,11,4,0,0,783,0,0
USR_03862,5,0.2941,17,0,127,644.97,0.432,0.2867,4,8,1,1,0,319,0,0
USR_03863,10,0.4167,7,1,38,348.71,0.5409,-0.069,8,9,3,1,1,744,4,0
USR_03864,15,0.8333,5,2,17,3172.67,0.4842,-0.1681,13,15,5,0,0,768,8,0
USR_03865,4,0.5,14,0,158,771.06,0.506,-0.2798,4,8,1,1,0,938,3,0
USR_03866,14,0.56,20,1,13,525.71,0.4444,0.4675,12,12,4,1,0,640,0,0
USR_03867,11,0.5,15,1,11,1324.5,0.7166,0.2342,9,13,3,0,0,978,1,0
USR_03868,19,0.8261,3,2,36,1804.11,0.4936,-0.1165,16,17,6,0,0,289,5,0
USR_03869,3,0.375,21,0,175,417.8,0.3181,0.0155,3,4,1,0,1,862,7,0
USR_03870,5,0.7143,9,0,159,1368.43,0.8022,0.3072,4,8,1,0,0,83,0,0
USR_03871,13,0.5417,15,1,36,554.86,0.4777,-0.2103,11,13,4,0,0,150,0,1
USR_03872,18,0.9474,25,2,31,303.41,0.6954,0.08,15,17,6,1,0,1041,1,0
USR_03873,16,0.6667,22,2,31,377.7,0.5728,-0.0573,13,16,5,0,0,585,0,0
USR_03874,19,0.7917,15,2,21,260.45,0.6238,0.3815,16,19,6,0,1,756,4,0
USR_03875,18,0.6923,25,2,36,713.15,0.5476,-0.0928,15,17,6,1,0,735,0,0
USR_03876,23,0.6389,6,3,16,715.22,0.5172,0.2082,19,23,7,1,0,842,6,0
USR_03877,6,0.3333,8,0,57,1658.69,0.7382,-0.2959,5,9,2,0,0,317,9,0
USR_03878,19,0.5938,8,2,1,1332.4,0.5186,-0.3298,16,19,6,0,0,238,13,0
USR_03879,14,0.5833,25,1,1,481.5,0.7544,-0.3673,12,14,4,1,1,79,12,0
USR_03880,12,0.6667,25,1,12,569.96,0.6541,0.2936,10,12,4,1,0,1041,2,0
USR_03881,6,0.3,7,0,141,395.76,0.6288,0.194,5,8,2,0,0,291,0,0
USR_03882,21,0.7241,5,2,13,726.17,0.5735,0.4003,17,20,7,1,0,702,2,0
USR_03883,5,0.5,24,0,39,557.45,0.7124,0.1899,4,7,1,1,0,562,7,0
USR_03884,16,0.5714,13,2,4,692.08,0.9519,0.0394,13,16,5,0,0,219,0,0
USR_03885,5,0.2632,19,0,98,2142.54,0.0749,-0.0824,4,5,1,1,0,514,2,0
USR_03886,5,0.4167,5,0,142,2232.86,0.776,0.3083,4,8,1,1,0,127,2,0
USR_03887,10,0.4545,17,1,30,403.61,0.9068,0.1876,8,12,3,1,0,236,1,0
