beneficiary_id,age_bracket,region_encoded,grant_type_encoded,dependant_count,has_proxy,redemption_channel_pref_encoded,avg_redemption_amount,redemption_frequency,days_since_last_payment,digital_literacy_score,household_size_estimate,enrollment_duration_days
BEN_02007,4,0,4,0,0,3,1224.24,0,79,0.4343,2,495
BEN_02008,4,0,2,1,0,0,286.74,2,36,0.5938,5,742
BEN_02009,3,1,3,3,0,1,263.39,1,51,0.7826,6,137
BEN_02010,4,2,2,1,1,1,298.7,0,35,0.4854,3,1240
BEN_02011,3,1,0,4,0,0,1340.59,0,29,0.7093,6,1250
BEN_02012,3,12,4,0,1,0,1302.25,1,43,0.5609,3,215
BEN_02013,4,1,0,1,1,2,1200.84,1,56,0.5924,4,256
BEN_02014,4,0,0,2,0,2,1219.93,1,44,0.4578,4,1447
BEN_02015,4,1,2,1,1,0,255.99,1,45,0.553,4,1375
BEN_02016,3,5,2,0,0,4,255.5,1,31,0.6155,2,939
BEN_02017,3,3,2,2,1,0,266.57,0,10,0.6522,3,741
BEN_02018,2,1,1,2,1,4,1319.14,0,12,0.8481,3,1275
BEN_02019,4,1,0,0,0,4,1223.54,1,3,0.4333,3,802
BEN_02020,4,0,3,2,0,2,284.3,2,85,0.4213,4,413
BEN_02021,4,3,0,7,0,0,1191.93,0,86,0.2636,10,810
BEN_02022,5,3,0,2,0,4,1156.05,1,38,0.0069,6,1412
BEN_02023,3,0,0,0,0,4,1395.68,1,3,0.5678,2,636
BEN_02024,1,6,0,2,1,1,1220.41,0,83,0.9315,3,1333
BEN_02025,5,4,2,0,0,4,277.78,0,34,0.0231,2,1091
BEN_02026,3,3,0,2,0,3,1273.71,1,78,0.6091,4,198
BEN_02027,4,2,0,1,1,0,1304.42,2,5,0.5607,3,1157
BEN_02028,5,3,0,2,1,3,1139.36,0,75,0.1103,4,916
BEN_02029,1,1,0,3,1,2,1380.22,2,71,0.919,4,388
BEN_02030,2,3,0,0,1,4,1257.18,1,29,0.8474,2,333
BEN_02031,5,0,0,2,0,0,1370.98,4,2,0.4185,3,388
BEN_02032,4,0,0,2,0,3,1187.45,1,62,0.5848,3,677
BEN_02033,2,9,1,0,0,1,1392.22,2,27,0.6104,1,308
BEN_02034,3,6,2,1,0,1,296.31,2,5,0.5431,2,164
BEN_02035,3,6,1,1,0,0,1144.08,0,72,0.5077,2,265
BEN_02036,4,12,1,1,0,4,1363.72,1,22,0.3069,4,1198
BEN_02037,4,11,2,2,0,1,248.78,2,49,0.3105,4,424
BEN_02038,4,6,3,3,0,0,245.09,0,78,0.395,4,752
BEN_02039,3,5,0,5,1,1,1320.49,3,17,0.396,6,671
BEN_02040,2,7,0,1,0,4,1142.73,0,30,0.5609,2,122
BEN_02041,3,4,3,0,1,4,296.44,1,19,0.4693,3,1467
BEN_02042,4,0,0,1,0,4,1124.19,2,14,0.5095,3,203
BEN_02043,5,4,3,3,0,1,273.23,1,23,0.0684,5,784
BEN_02044,3,13,1,1,0,1,1274.86,2,43,0.3746,2,1168
BEN_02045,2,1,1,4,0,0,1314.94,1,84,0.9985,7,180
BEN_02046,4,1,2,1,0,0,253.43,1,30,0.5133,3,448
BEN_02047,3,1,1,2,0,3,1130.11,1,87,0.7767,3,282
BEN_02048,5,4,3,1,0,1,274.41,0,73,0.3566,4,873
BEN_02049,4,4,2,2,0,4,288.17,3,44,0.3272,4,177
BEN_02050,1,2,0,1,0,3,1290.69,1,22,1.0,2,262
BEN_02051,5,0,1,0,0,2,1273.79,1,38,0.3624,4,253
BEN_02052,3,0,2,1,0,1,243.14,2,57,0.6059,2,249
BEN_02053,3,1,2,1,1,0,246.51,1,38,0.7844,3,89
BEN_02054,3,1,0,2,1,0,1145.04,0,5,0.7086,6,596
BEN_02055,1,0,1,0,0,1,1346.85,2,80,0.9595,1,1444
BEN_02056,4,1,1,1,0,2,1295.81,3,71,0.3672,2,86
BEN_02057,1,11,2,1,0,1,240.53,1,83,1.0,3,899
BEN_02058,3,13,2,1,0,4,267.73,0,84,0.5469,2,805
BEN_02059,5,3,2,2,0,0,266.44,3,45,0.4443,5,276
BEN_02060,4,2,0,4,1,0,1303.01,1,56,0.6219,6,805
BEN_02061,4,0,0,1,1,2,1295.98,2,2,0.5159,2,1351
BEN_02062,3,11,1,2,0,2,1332.68,0,11,0.6368,4,838
BEN_02063,4,1,1,2,1,0,1387.09,2,64,0.4993,5,1354
BEN_02064,5,3,0,2,0,3,1263.86,1,29,0.2671,3,1170
BEN_02065,5,0,0,2,0,0,1200.61,0,73,0.5943,4,937
BEN_02066,3,8,4,3,1,4,1345.12,4,57,0.4098,6,1195
BEN_02067,5,0,1,0,0,1,1154.48,0,33,0.5302,1,1251
BEN_02068,3,0,4,3,0,4,1236.14,0,19,0.901,6,571
BEN_02069,5,5,4,2,0,4,1180.5,2,69,0.2426,5,448
BEN_02070,5,11,4,2,0,0,1213.96,0,64,0.1998,5,87
BEN_02071,3,2,2,2,1,0,243.09,0,85,0.8012,5,1056
BEN_02072,4,0,2,3,0,1,291.02,2,15,0.665,5,794
BEN_02073,4,10,4,1,0,4,1357.41,1,43,0.2253,2,1051
BEN_02074,3,8,2,1,0,1,251.81,0,24,0.5559,2,331
BEN_02075,4,10,1,2,0,4,1371.17,1,33,0.1842,3,1120
BEN_02076,2,7,0,0,1,1,1376.39,3,80,0.7499,3,506
BEN_02077,5,0,0,1,0,1,1352.3,1,60,0.3787,3,1003
BEN_02078,5,6,1,0,0,3,1230.19,0,27,0.1836,2,787
BEN_02079,3,2,4,1,1,2,1138.58,1,48,0.6585,2,121
BEN_02080,5,0,2,0,0,0,261.35,1,61,0.4572,3,1353
BEN_02081,3,3,0,3,0,1,1131.61,2,47,0.3731,4,1478
BEN_02082,3,0,2,2,0,0,281.18,1,30,0.6153,5,737
BEN_02083,5,6,0,1,0,1,1209.66,1,71,0.1313,3,663
BEN_02084,4,0,2,2,0,1,283.34,1,67,0.5376,4,79
BEN_02085,5,7,4,0,0,1,1196.38,3,44,0.1206,2,137
BEN_02086,2,9,2,2,0,2,296.72,1,39,0.5335,4,739
BEN_02087,4,12,4,1,1,0,1179.69,1,83,0.3333,4,840
BEN_02088,5,13,0,0,0,4,1346.16,0,24,0.392,2,237
BEN_02089,4,0,1,1,0,0,1393.33,0,45,0.6668,2,980
BEN_02090,2,10,2,1,1,4,241.15,3,7,0.5908,5,1194
BEN_02091,5,5,0,1,0,0,1201.69,0,69,0.0776,2,1433
BEN_02092,4,6,2,2,0,4,247.72,1,18,0.2536,3,1261
BEN_02093,4,1,0,0,0,4,1379.74,1,8,0.4846,2,1481
BEN_02094,4,0,1,0,0,3,1356.42,0,24,0.6235,2,1316
BEN_02095,4,8,3,0,0,2,246.63,1,29,0.3955,4,638
BEN_02096,2,0,4,1,0,2,1303.62,2,64,0.7533,3,394
BEN_02097,3,1,2,0,1,1,259.14,0,35,0.7175,2,909
BEN_02098,3,5,2,2,0,4,282.69,1,55,0.5393,4,952
BEN_02099,4,8,3,0,1,4,270.63,1,42,0.5409,1,752
BEN_02100,4,7,1,2,1,1,1364.13,1,35,0.4715,4,134
BEN_02101,4,0,0,0,0,0,1326.42,1,14,0.6521,2,1109
BEN_02102,3,9,2,2,0,2,241.56,0,77,0.5018,3,1328
BEN_02103,2,2,4,1,0,0,1365.79,0,13,1.0,2,681
BEN_02104,4,0,0,1,1,2,1144.94,0,25,0.4272,5,31
BEN_02105,4,2,0,2,0,3,1123.28,2,2,0.5898,4,263
BEN_02106,4,0,0,4,0,0,1327.89,0,82,0.4797,6,1381
BEN_02107,4,8,1,2,0,1,1271.0,0,80,0.3964,5,712
BEN_02108,2,10,2,1,1,1,260.02,1,16,0.7806,3,923
BEN_02109,3,2,0,2,0,0,1150.29,0,73,0.8884,3,1488
BEN_02110,5,4,0,2,1,1,1304.4,1,22,0.2018,6,1426
BEN_02111,5,9,2,4,1,1,290.29,0,41,0.1984,6,951
BEN_02112,4,9,4,1,0,1,1255.51,0,75,0.3326,2,223
BEN_02113,5,0,3,1,0,0,241.14,1,5,0.5628,3,691
BEN_02114,4,0,1,2,0,0,1169.5,1,43,0.4333,4,951
BEN_02115,4,0,4,2,1,0,1197.12,1,88,0.7135,5,1097
BEN_02116,1,4,0,0,0,4,1341.14,0,41,1.0,4,1234
BEN_02117,4,3,1,1,0,3,1361.65,2,10,0.153,2,215
BEN_02118,3,12,1,1,0,1,1307.03,0,6,0.4524,7,887
BEN_02119,3,8,0,3,0,1,1263.06,2,79,0.6385,5,393
BEN_02120,5,4,0,1,1,1,1378.44,0,8,0.2613,5,473
BEN_02121,5,3,0,1,0,1,1171.97,0,70,0.2556,3,1361
BEN_02122,2,4,3,1,0,0,244.28,3,43,0.8109,3,831
BEN_02123,2,1,0,1,0,1,1181.33,1,37,0.7794,2,1418
BEN_02124,5,3,1,2,0,0,1180.58,1,59,0.1115,3,762
BEN_02125,5,9,2,0,0,3,245.96,2,33,0.0182,3,1197
BEN_02126,5,6,2,1,0,2,269.22,0,8,0.1438,5,497
BEN_02127,5,0,1,1,0,1,1165.35,0,81,0.3242,2,89
BEN_02128,4,10,2,0,0,0,294.84,3,5,0.2751,2,268
BEN_02129,5,2,2,0,0,0,279.38,1,87,0.2194,2,1007
BEN_02130,5,3,4,1,1,1,1385.82,0,63,0.2686,5,604
BEN_02131,3,1,2,2,0,0,269.6,0,9,0.5694,5,1329
BEN_02132,3,4,1,4,0,2,1213.76,2,70,0.6993,8,194
BEN_02133,2,3,1,0,1,4,1209.76,1,31,0.6969,1,713
BEN_02134,4,2,1,1,0,0,1204.63,2,53,0.4967,3,745
BEN_02135,5,5,4,5,0,0,1325.31,0,67,0.4496,6,1400
BEN_02136,3,8,4,0,1,1,1356.48,0,24,0.4707,4,497
BEN_02137,3,10,2,0,0,3,277.98,1,75,0.4691,3,333
BEN_02138,1,3,1,1,0,4,1341.53,1,2,0.7614,2,257
BEN_02139,4,8,0,3,0,3,1259.94,3,89,0.3394,4,494
BEN_02140,3,2,2,0,1,3,271.81,2,30,0.8241,3,1094
BEN_02141,4,2,1,1,1,0,1180.29,3,52,0.4838,4,757
BEN_02142,2,0,0,1,0,2,1346.82,0,55,0.6968,2,555
BEN_02143,4,10,3,2,0,4,292.84,2,78,0.27,4,1180
BEN_02144,3,8,0,1,0,4,1382.72,1,11,0.5007,6,891
BEN_02145,5,3,0,0,0,0,1140.61,0,22,0.0659,2,766
BEN_02146,5,11,0,3,0,0,1397.6,1,40,0.1073,4,1323
BEN_02147,4,3,4,2,1,3,1354.87,0,44,0.2132,3,391
BEN_02148,5,3,0,1,0,1,1140.72,1,83,0.1381,5,1374
BEN_02149,4,0,1,1,0,4,1195.19,2,89,0.5328,2,61
BEN_02150,4,0,2,1,0,0,263.85,2,20,0.6288,3,397
BEN_02151,3,9,0,0,0,1,1146.41,0,44,0.4676,2,1112
BEN_02152,4,0,1,1,0,0,1359.3,1,66,0.5252,3,583
BEN_02153,4,10,1,5,0,1,1279.55,2,67,0.2583,6,811
BEN_02154,3,6,0,1,0,0,1390.1,0,35,0.5883,2,208
BEN_02155,5,0,4,3,0,1,1188.73,0,71,0.4559,5,372
BEN_02156,4,4,0,1,0,1,1219.65,1,30,0.2213,2,639
BEN_02157,3,4,1,1,0,4,1377.29,0,87,0.4336,2,611
BEN_02158,3,0,0,1,1,1,1132.63,0,46,0.6344,3,515
BEN_02159,5,12,1,3,0,1,1166.56,3,77,0.2024,6,1188
BEN_02160,4,3,0,0,0,1,1198.99,2,39,0.2458,2,883
BEN_02161,2,2,2,0,0,0,299.87,0,7,0.9713,2,1165
BEN_02162,4,11,1,0,0,1,1136.38,1,6,0.3284,2,947
BEN_02163,3,0,3,0,0,0,290.35,1,77,0.7697,3,1271
BEN_02164,4,3,2,5,1,0,251.35,0,80,0.3847,6,78
BEN_02165,3,3,3,0,0,4,272.24,1,67,0.4954,3,1392
BEN_02166,4,10,3,1,0,4,274.27,1,23,0.4111,4,177
BEN_02167,1,2,0,1,1,3,1245.23,0,65,1.0,3,83
BEN_02168,3,2,2,5,1,0,245.32,1,32,0.6899,10,847
BEN_02169,4,7,0,0,0,1,1326.73,0,6,0.3993,2,110
BEN_02170,3,4,2,1,1,2,248.8,1,61,0.5207,4,495
BEN_02171,2,4,0,2,0,1,1276.7,0,81,0.7719,3,842
BEN_02172,3,10,0,1,0,3,1334.09,2,53,0.4608,3,731
BEN_02173,5,3,0,3,0,1,1357.59,1,82,0.2623,5,907
BEN_02174,2,9,2,1,0,4,265.79,2,68,0.5249,3,134
BEN_02175,3,2,3,0,0,0,252.47,1,85,0.5627,2,1207
BEN_02176,1,11,4,1,0,2,1267.59,1,43,0.7128,4,488
BEN_02177,2,9,1,4,0,1,1148.38,1,5,0.7939,8,305
BEN_02178,4,0,0,2,1,1,1208.87,0,61,0.4733,3,1229
BEN_02179,3,0,2,3,0,3,250.97,0,7,0.5884,4,121
BEN_02180,5,4,2,1,0,2,273.77,0,63,0.2898,3,502
BEN_02181,4,3,2,1,0,0,269.56,3,12,0.4854,4,450
BEN_02182,3,1,0,1,0,2,1326.58,1,54,0.6534,4,227
BEN_02183,4,4,2,0,1,0,281.18,2,10,0.1791,2,413
BEN_02184,5,6,3,2,0,1,252.27,0,4,0.1833,3,799
BEN_02185,2,0,0,2,0,2,1381.78,1,47,0.886,3,470
BEN_02186,3,3,0,1,0,3,1244.01,2,79,0.3619,4,1148
BEN_02187,4,1,3,3,0,4,298.42,0,76,0.696,5,1138
BEN_02188,2,1,0,5,0,2,1210.5,0,17,0.9447,8,857
BEN_02189,3,4,2,1,0,1,281.05,1,6,0.38,2,1401
BEN_02190,5,6,2,1,1,4,281.46,0,7,0.3511,4,613
BEN_02191,4,9,4,1,0,4,1251.06,2,81,0.3559,3,920
BEN_02192,5,3,1,3,0,2,1318.73,1,2,0.3343,5,535
BEN_02193,2,5,2,0,0,1,260.86,4,45,0.7276,3,580
BEN_02194,4,12,0,2,0,1,1256.67,3,36,0.3263,6,553
BEN_02195,4,0,4,2,0,1,1212.05,2,48,0.4348,3,509
BEN_02196,4,0,0,1,0,3,1251.2,2,87,0.4489,2,778
BEN_02197,4,0,1,1,0,3,1172.5,1,85,0.5508,4,1443
BEN_02198,3,5,0,6,1,1,1241.77,1,1,0.389,8,836
BEN_02199,3,2,0,0,0,3,1382.98,1,40,0.5879,1,58
BEN_02200,3,3,0,1,0,4,1230.48,1,88,0.3612,2,186
BEN_02201,5,0,0,0,0,2,1367.35,0,68,0.3359,2,1072
BEN_02202,3,0,0,2,0,2,1255.95,0,44,0.7456,4,292
BEN_02203,2,12,1,0,1,4,1182.96,2,69,0.584,3,457
BEN_02204,4,2,0,3,0,0,1141.77,0,10,0.6008,6,328
BEN_02205,3,5,2,3,0,1,290.71,0,54,0.6143,5,980
BEN_02206,3,4,0,1,0,1,1361.58,1,1,0.4451,4,1109
BEN_02207,2,6,0,0,0,0,1214.55,1,57,0.5249,2,1428
BEN_02208,3,5,2,1,1,0,287.15,0,57,0.4035,3,1127
BEN_02209,4,9,2,0,0,1,278.03,1,56,0.2892,2,989
BEN_02210,4,2,2,0,0,0,270.54,0,42,0.4318,1,982
BEN_02211,4,2,1,0,0,4,1195.21,1,9,0.5567,3,89
BEN_02212,4,4,1,1,0,1,1324.64,3,85,0.4129,4,1333
BEN_02213,2,5,1,7,0,4,1276.69,1,39,0.7295,8,1386
BEN_02214,5,12,3,0,0,4,288.3,1,37,0.2892,3,623
BEN_02215,3,2,1,4,0,1,1335.22,1,27,0.6439,6,382
BEN_02216,5,2,4,1,0,1,1338.66,1,80,0.4712,3,765
BEN_02217,4,11,1,1,1,3,1318.47,0,21,0.2762,3,264
BEN_02218,3,2,0,2,0,3,1388.4,1,65,0.6234,4,927
BEN_02219,2,3,4,0,0,0,1255.01,2,13,0.6325,2,1263
BEN_02220,3,12,4,2,1,0,1222.78,2,73,0.6225,3,1255
BEN_02221,4,7,0,2,0,1,1183.09,0,0,0.4824,7,307
BEN_02222,3,2,0,1,1,0,1189.56,0,89,0.714,3,1155
BEN_02223,4,4,0,0,1,0,1171.19,1,80,0.2255,2,563
BEN_02224,5,3,0,4,1,1,1219.94,1,9,0.2596,5,761
BEN_02225,5,1,0,0,1,1,1146.31,0,12,0.5153,2,1120
BEN_02226,3,13,2,1,0,2,241.25,1,40,0.5013,6,1331
BEN_02227,3,2,0,1,1,4,1183.02,1,6,0.8024,3,1047
BEN_02228,5,8,2,3,1,1,252.26,1,9,0.1257,7,1059
BEN_02229,4,2,4,1,0,0,1136.8,0,10,0.5236,3,669
BEN_02230,3,1,3,0,0,3,295.42,0,64,0.6877,1,907
BEN_02231,3,3,4,2,0,4,1299.09,0,20,0.3595,5,202
BEN_02232,3,3,3,4,1,4,275.3,1,15,0.4275,6,868
BEN_02233,5,2,0,2,0,0,1245.07,1,34,0.5458,5,350
BEN_02234,4,0,2,2,0,3,252.94,0,78,0.5562,4,1467
BEN_02235,3,12,4,0,0,0,1214.28,2,83,0.6817,2,189
BEN_02236,5,6,0,0,0,4,1209.1,0,37,0.265,3,181
BEN_02237,5,0,2,0,0,0,243.97,2,49,0.4236,1,55
BEN_02238,3,6,2,0,0,1,285.33,1,38,0.3944,5,475
BEN_02239,3,0,0,2,0,0,1169.99,0,57,0.8543,3,1102
BEN_02240,5,1,2,4,0,4,252.84,0,12,0.3504,7,1266
BEN_02241,2,0,3,2,0,2,295.4,2,13,0.7378,5,398
BEN_02242,4,10,0,1,0,3,1272.81,2,86,0.3789,2,234
BEN_02243,4,0,4,0,0,2,1148.34,0,55,0.4401,1,403
BEN_02244,4,3,3,3,0,3,243.87,2,88,0.3828,6,224
BEN_02245,2,12,4,0,0,1,1372.17,1,56,0.5505,2,370
BEN_02246,3,10,0,1,1,3,1197.21,1,70,0.6882,2,794
BEN_02247,2,6,3,1,0,1,288.25,3,2,0.5342,3,589
BEN_02248,4,3,1,3,0,3,1173.9,0,42,0.2931,4,1208
BEN_02249,3,0,3,2,0,3,251.61,2,5,0.6583,5,321
BEN_02250,5,3,1,2,0,4,1151.21,0,51,0.2218,3,757
BEN_02251,1,2,2,0,0,0,298.38,1,40,0.8548,2,900
BEN_02252,4,1,2,2,0,3,287.07,1,35,0.509,6,984
BEN_02253,4,0,1,4,0,0,1121.5,4,62,0.5986,5,837
BEN_02254,2,3,0,0,0,2,1369.36,4,34,0.5651,2,1418
BEN_02255,3,11,2,0,0,2,272.34,0,8,0.502,3,999
BEN_02256,3,0,2,2,0,2,248.94,1,27,0.5876,4,978
BEN_02257,2,3,0,2,1,2,1204.35,1,59,0.6091,5,1020
BEN_02258,5,0,2,2,0,3,286.98,4,19,0.2369,4,393
BEN_02259,5,5,2,0,1,3,288.0,1,14,0.2957,2,1293
BEN_02260,2,3,4,3,0,0,1285.22,0,66,0.6663,5,1179
BEN_02261,3,12,3,1,0,1,286.79,2,46,0.5238,4,419
BEN_02262,3,7,0,1,0,0,1230.5,0,14,0.6011,2,1276
BEN_02263,1,6,4,2,1,2,1314.42,2,49,0.8788,4,552
BEN_02264,3,2,0,3,0,0,1257.46,1,71,0.6635,6,513
BEN_02265,1,0,4,0,0,2,1334.36,0,45,0.9889,1,297
BEN_02266,4,8,0,2,0,4,1234.99,2,54,0.4711,5,214
BEN_02267,5,10,2,1,0,1,264.8,0,34,0.368,3,976
BEN_02268,2,3,0,3,0,3,1317.91,0,35,0.5793,6,763
BEN_02269,5,1,3,0,0,0,248.61,2,7,0.545,3,906
BEN_02270,5,9,4,2,0,4,1177.41,2,71,0.2092,3,905
BEN_02271,2,4,0,0,0,3,1183.05,0,27,0.5907,2,1327
BEN_02272,5,7,0,5,0,0,1359.23,1,64,0.2223,6,673
BEN_02273,4,4,0,1,0,1,1262.77,0,13,0.2209,2,171
BEN_02274,3,3,1,0,0,4,1231.59,2,71,0.512,3,293
BEN_02275,4,2,3,2,0,0,261.08,0,65,0.6008,4,952
BEN_02276,4,2,1,3,1,0,1283.37,0,6,0.4515,4,768
BEN_02277,5,2,0,0,0,0,1294.72,1,63,0.3504,1,73
BEN_02278,3,2,0,0,0,0,1308.26,3,5,0.7612,3,1254
BEN_02279,3,11,3,0,1,0,273.45,0,80,0.3953,2,1108
BEN_02280,3,1,4,0,0,0,1234.75,1,1,0.8536,1,1237
BEN_02281,5,13,3,0,0,4,286.27,1,59,0.1147,2,522
BEN_02282,4,4,1,0,0,0,1246.47,0,30,0.1988,1,453
BEN_02283,2,2,0,0,1,0,1151.29,0,7,0.8956,1,1358
BEN_02284,4,1,2,1,1,0,247.76,1,27,0.4864,2,1384
BEN_02285,1,1,2,2,0,1,275.4,1,61,1.0,4,1292
BEN_02286,1,10,4,3,0,2,1371.55,0,40,0.7867,4,208
BEN_02287,4,12,1,3,1,4,1387.79,2,88,0.2235,5,954
BEN_02288,3,5,0,0,0,4,1221.8,1,17,0.3785,1,468
BEN_02289,3,5,0,1,0,3,1126.43,1,42,0.4635,2,304
BEN_02290,5,12,3,1,0,1,242.16,0,26,0.3236,4,333
BEN_02291,5,0,2,1,0,2,293.57,1,84,0.5581,3,77
BEN_02292,5,0,0,4,0,3,1131.22,4,48,0.5757,5,1430
BEN_02293,5,0,2,4,0,2,245.59,0,89,0.4028,5,1267
BEN_02294,3,9,3,0,0,3,271.05,0,15,0.4516,1,994
BEN_02295,1,5,2,1,0,1,268.57,1,59,0.8461,2,462
BEN_02296,3,6,4,4,0,3,1133.42,0,52,0.5523,6,1103
BEN_02297,4,1,4,0,0,4,1200.07,0,86,0.3691,2,313
BEN_02298,2,6,2,1,0,1,270.1,3,39,0.5091,3,676
BEN_02299,2,4,2,2,0,1,290.07,2,62,0.6967,4,1448
BEN_02300,4,5,2,0,0,1,292.64,1,19,0.4252,3,354
BEN_02301,4,9,2,3,0,0,241.96,1,2,0.2119,5,900
BEN_02302,5,6,3,5,0,0,293.87,2,49,0.2626,6,1069
BEN_02303,3,7,3,0,0,4,247.57,3,14,0.4949,4,602
BEN_02304,4,0,0,0,0,0,1377.69,1,29,0.4945,1,491
BEN_02305,1,4,3,2,0,0,243.33,1,11,0.7368,4,1043
BEN_02306,3,4,0,0,0,3,1149.09,0,52,0.5873,3,848
BEN_02307,4,1,2,0,1,0,282.89,2,41,0.5558,3,364
BEN_02308,5,2,3,3,0,2,252.87,3,45,0.3781,4,749
BEN_02309,2,0,0,1,0,0,1190.24,1,35,0.7785,2,783
BEN_02310,3,5,2,1,0,3,275.22,1,80,0.5084,3,1246
BEN_02311,3,0,1,2,0,4,1244.17,0,32,0.7925,5,1102
BEN_02312,2,1,4,0,0,0,1140.83,0,86,0.7001,2,1105
BEN_02313,3,4,4,1,1,1,1362.52,1,14,0.5743,4,1342
BEN_02314,4,2,0,1,0,4,1154.48,1,75,0.4325,4,717
BEN_02315,3,7,2,2,1,0,257.92,1,76,0.4033,3,1118
BEN_02316,3,12,2,3,0,4,252.83,0,89,0.4563,5,163
BEN_02317,4,3,0,2,0,1,1370.14,1,79,0.2784,4,774
BEN_02318,3,5,2,3,0,0,267.09,1,62,0.5353,5,1109
BEN_02319,5,0,2,5,0,1,289.56,1,40,0.4073,7,70
BEN_02320,3,10,2,1,0,3,245.7,0,45,0.5834,3,972
BEN_02321,5,7,2,0,1,0,298.14,1,76,0.4,2,527
BEN_02322,5,11,1,1,0,4,1247.29,2,81,0.2647,3,1074
BEN_02323,4,0,2,1,0,2,296.42,0,87,0.4477,2,778
BEN_02324,2,4,3,2,0,3,270.0,0,43,0.5294,4,1101
BEN_02325,4,1,1,1,1,2,1335.19,4,79,0.3802,3,338
BEN_02326,5,1,4,2,0,3,1167.31,1,51,0.3286,3,868
BEN_02327,4,5,3,3,0,4,256.15,3,22,0.3729,5,1271
BEN_02328,2,0,3,3,0,0,251.57,1,55,0.7275,5,748
BEN_02329,5,0,3,2,1,0,241.55,2,15,0.4666,4,1259
BEN_02330,4,13,3,4,0,1,253.82,2,51,0.3844,6,1453
BEN_02331,5,2,2,0,0,0,247.75,1,19,0.2538,2,665
BEN_02332,2,0,0,1,0,0,1297.36,2,82,0.8663,2,352
BEN_02333,4,5,1,1,0,3,1236.55,0,0,0.2672,2,89
BEN_02334,4,0,0,1,0,1,1215.94,0,37,0.7207,3,893
BEN_02335,5,8,0,2,1,2,1269.52,0,15,0.3011,3,1087
BEN_02336,2,0,2,2,0,0,257.93,1,77,0.9744,5,296
BEN_02337,4,6,0,1,0,3,1250.86,0,0,0.2013,3,168
BEN_02338,3,1,0,0,0,1,1214.48,0,12,0.7048,3,831
BEN_02339,4,0,0,2,0,0,1356.08,1,45,0.5247,8,267
BEN_02340,3,13,2,3,1,4,253.5,1,29,0.3564,4,54
BEN_02341,3,3,2,0,0,3,295.54,0,2,0.3065,2,834
BEN_02342,5,4,1,0,0,1,1140.06,0,27,0.1158,1,614
BEN_02343,1,12,2,1,1,4,286.11,1,23,0.6663,2,682
BEN_02344,4,2,0,0,0,0,1279.91,0,15,0.6536,2,421
BEN_02345,3,0,1,2,0,3,1140.65,0,42,0.8719,5,948
BEN_02346,2,1,0,2,1,3,1180.93,1,88,1.0,3,391
BEN_02347,4,1,0,2,0,0,1239.36,2,58,0.5293,4,749
BEN_02348,3,9,4,2,1,4,1172.13,0,15,0.6067,6,31
BEN_02349,1,8,0,2,0,4,1372.69,1,75,0.7892,3,801
BEN_02350,3,0,3,1,1,0,264.45,1,60,0.7473,3,935
BEN_02351,5,0,2,2,0,4,255.68,0,69,0.3395,3,630
BEN_02352,4,9,1,1,0,1,1226.31,1,49,0.3262,3,1448
BEN_02353,5,2,1,1,0,0,1168.61,1,46,0.4564,4,870
BEN_02354,4,0,1,2,0,1,1322.23,0,44,0.5924,4,581
BEN_02355,3,1,4,3,0,0,1385.2,1,80,0.6455,6,950
BEN_02356,3,2,2,1,1,0,270.54,0,46,0.6682,2,826
BEN_02357,5,3,3,1,0,1,290.12,2,45,0.3731,2,1475
BEN_02358,2,13,2,3,0,0,280.12,1,36,0.6115,5,1035
BEN_02359,5,0,0,1,1,0,1193.5,0,50,0.2898,5,224
BEN_02360,4,1,0,1,0,3,1230.5,0,24,0.6016,3,162
BEN_02361,2,3,0,0,1,2,1136.29,1,0,0.6387,2,322
BEN_02362,3,4,2,1,0,4,268.51,0,71,0.4582,3,436
BEN_02363,3,12,1,2,0,2,1306.26,3,52,0.3962,4,1043
BEN_02364,5,12,1,1,0,1,1250.81,1,40,0.2718,3,58
BEN_02365,1,1,2,2,0,0,244.51,0,57,0.9873,4,1320
BEN_02366,1,3,4,4,1,1,1378.27,0,63,0.8646,5,445
BEN_02367,4,5,4,1,0,0,1214.54,1,56,0.4167,3,1205
BEN_02368,4,4,4,1,0,3,1138.09,0,81,0.4137,2,1255
BEN_02369,3,4,1,1,1,4,1361.8,1,64,0.4952,2,1054
BEN_02370,2,6,0,3,1,1,1210.75,0,4,0.7077,5,1178
BEN_02371,5,11,0,1,0,4,1342.58,2,83,0.07,2,789
BEN_02372,3,3,3,2,0,1,281.94,2,68,0.4893,4,163
BEN_02373,3,1,1,3,0,3,1340.23,1,1,0.6344,4,976
BEN_02374,4,5,0,0,0,1,1175.07,2,25,0.3514,5,157
BEN_02375,5,4,3,1,0,0,289.01,3,1,0.3873,2,613
BEN_02376,4,8,4,1,1,4,1397.38,0,37,0.1805,3,1491
BEN_02377,5,8,1,0,0,1,1342.06,1,7,0.1239,1,1387
BEN_02378,4,9,1,1,0,1,1154.98,0,19,0.3804,5,457
BEN_02379,2,5,4,0,0,1,1224.92,0,20,0.612,3,533
BEN_02380,4,2,2,2,0,0,249.83,1,21,0.5347,3,1002
BEN_02381,5,2,0,0,1,1,1282.42,1,35,0.3644,1,288
BEN_02382,4,9,1,1,1,2,1388.5,1,25,0.447,2,1024
