region_encoded,day_of_week,day_of_month,is_payday_week,agent_count_in_region,active_beneficiaries_in_region,avg_historical_daily_demand,seasonal_index,recent_7d_avg_demand,pending_voucher_value_in_region,daily_demand_nad
11,6,11,0,6,513,7788.87,1.0946,9258.38,10969.88,3224.64
3,2,4,1,5,523,17554.01,1.0876,15548.75,7394.0,26865.73
5,5,19,0,9,494,5930.38,0.8842,6670.28,14682.72,12687.99
7,4,27,0,3,507,5563.19,0.7989,4750.01,131091.63,8429.53
6,4,5,1,12,459,3461.6,1.0844,4130.14,59249.8,6135.0
3,5,18,0,6,522,20518.63,0.9888,21167.83,16877.72,16570.95
9,5,13,0,7,518,6488.41,1.0555,6306.63,40019.83,7576.44
3,1,25,0,5,484,8215.79,0.8991,9442.87,5861.39,1568.4
10,6,16,0,12,510,9801.63,0.8948,11153.53,146439.73,6321.05
10,6,12,0,8,529,28777.68,1.1074,26310.19,66186.58,16539.52
3,4,20,0,8,486,2886.83,0.8755,3273.19,12211.84,6780.08
12,2,29,0,7,498,9724.19,0.9482,8813.77,65736.02,8087.21
2,4,12,0,12,470,4630.52,1.095,5011.94,41387.91,500.0
3,6,18,0,12,489,9564.13,0.9529,9091.43,20449.79,8361.75
9,0,8,0,9,550,13769.35,1.0562,12874.76,14306.25,5580.67
10,1,14,0,4,508,10988.71,1.042,9231.14,24510.35,10514.86
4,6,6,0,8,552,9964.06,1.0468,10686.16,25159.42,4513.8
1,0,17,0,10,547,11784.77,0.9382,12565.42,34030.48,5299.36
5,3,25,0,8,508,3750.8,0.9047,4307.27,45176.03,6337.69
3,2,20,0,8,523,9275.6,0.8901,9926.59,21060.14,9634.57
6,3,10,0,4,523,6170.23,1.0914,5770.65,16113.14,5854.66
3,2,24,0,7,490,4213.24,0.9058,4496.0,49375.89,6544.45
2,0,15,0,6,462,21337.98,1.0297,17915.67,23714.77,9852.39
4,3,9,0,9,508,14037.06,1.0406,16597.84,22166.06,6682.58
0,3,17,0,8,447,7786.38,0.9539,6266.11,35232.3,10001.86
7,3,29,0,10,525,9657.23,1.0109,11512.21,46614.19,9011.43
0,5,18,0,10,488,7582.73,0.9646,6821.98,10747.53,7119.72
1,1,8,0,8,519,4217.82,1.1961,4222.3,46425.79,3572.57
0,5,23,0,10,485,4303.87,0.8338,3690.54,37416.73,6309.35
6,1,9,0,14,483,4443.01,1.0753,5319.15,135993.96,6851.67
8,3,21,0,4,492,11552.27,0.9891,10843.02,56549.67,6439.65
3,0,11,0,12,508,5405.66,1.0684,4945.09,29793.74,5859.05
0,5,7,0,9,509,11218.76,1.1069,13282.96,8563.68,8769.12
0,6,23,0,10,504,5339.33,0.8859,4390.08,13769.7,4323.34
1,0,27,0,8,470,7910.57,0.9958,8817.33,9615.21,8095.71
6,6,22,0,13,473,3525.84,0.9242,3198.94,53015.48,1450.57
2,4,25,0,10,500,8212.89,0.9061,6663.98,29096.86,5706.56
11,2,10,0,10,489,7695.37,1.1136,8003.44,19219.67,7539.53
4,3,5,1,7,496,3765.53,1.1943,3631.44,9901.14,11575.2
9,5,21,0,13,490,7066.02,0.9796,7999.78,49544.33,3699.39
12,3,14,0,7,494,6678.77,1.005,6564.94,46684.2,7524.75
9,0,10,0,11,464,9545.05,1.1668,11383.41,59121.69,5374.71
10,4,7,0,8,514,4756.71,1.0979,3831.91,8967.87,5064.86
3,4,30,0,8,480,4286.5,0.9765,4649.08,5834.79,5986.41
5,2,7,0,5,514,6393.75,1.184,7495.58,66829.41,6485.58
1,3,15,0,9,489,12368.14,1.0756,10790.21,18530.35,10971.36
6,6,19,0,10,483,6561.06,0.8717,7694.18,11144.52,9257.48
3,1,27,0,6,450,11642.1,0.9046,13427.41,59751.87,7442.41
10,3,20,0,9,504,24759.97,0.8552,22086.53,24574.31,8786.33
10,4,13,0,6,512,9354.43,0.98,11141.13,24124.38,9854.43
10,0,28,0,10,545,15591.75,0.997,17546.03,15120.89,12588.53
4,1,5,1,14,488,18262.49,1.1098,16322.35,8330.8,23740.06
8,3,30,0,11,500,9473.19,0.9718,11211.34,42365.82,10535.5
10,4,11,0,11,548,8770.49,1.0521,8990.87,77550.56,6130.32
3,2,30,0,6,533,2623.36,0.9636,2834.54,5057.47,2221.11
6,2,12,0,10,530,7497.78,1.0882,7972.58,25603.6,10517.83
9,6,3,1,8,524,14624.38,1.0224,12561.32,20147.29,18325.93
8,1,6,0,12,475,5839.3,1.1808,5789.82,8603.99,8258.8
13,2,2,1,7,470,9102.43,1.0497,10495.22,5000.0,14431.36
10,4,6,0,13,502,7516.96,1.0999,7021.37,45294.46,7988.05
11,5,10,0,5,504,5235.17,1.0482,5193.59,7203.11,5832.63
6,0,26,0,6,508,19282.59,1.0318,17365.57,9745.71,11032.54
5,3,1,1,17,503,8675.79,0.948,7929.8,5000.0,15297.94
12,1,4,1,8,521,12471.19,1.1878,10093.93,31203.94,21713.91
0,3,10,0,12,516,2443.69,1.0228,2883.97,26151.49,1874.4
0,1,28,0,2,495,6808.38,0.9539,5631.28,24386.53,9023.89
3,3,19,0,12,499,7650.82,0.9233,7196.91,9236.08,5731.74
0,2,28,0,5,511,7124.79,0.9958,7733.66,92083.58,9367.56
4,6,8,0,10,487,8883.85,1.0773,9357.94,6264.77,11641.06
0,4,25,0,9,489,15296.05,0.8584,13395.58,15046.23,9018.71
9,6,18,0,7,511,13945.02,0.9219,14259.08,13755.25,10115.58
0,4,8,0,7,537,9088.52,1.1314,9977.1,16291.61,4049.98
1,3,15,0,12,482,7928.28,1.0163,6520.05,19329.16,4588.84
1,3,11,0,9,464,4077.71,1.0336,3582.98,36803.03,5182.87
8,4,30,0,9,473,8108.76,0.9904,7844.51,32881.54,6166.38
3,4,14,0,13,504,4351.19,1.0203,4114.14,27644.55,6122.87
12,2,7,0,11,528,4242.33,1.0991,3848.83,53369.72,4248.24
2,5,1,1,12,539,4376.23,0.9969,3585.9,5000.0,10207.0
4,2,2,1,8,504,11659.22,0.9953,13772.45,5000.0,20387.21
13,5,30,0,5,477,6929.58,1.0189,8057.17,74913.14,3254.74
6,6,8,0,7,495,8431.48,1.1375,7745.25,35176.6,7915.49
0,2,11,0,10,500,19792.84,1.195,18921.98,29923.24,13115.25
6,3,10,0,10,530,2668.92,1.1194,2198.84,29971.03,500.0
6,2,9,0,10,500,14508.52,1.1683,16235.1,8572.26,10067.79
1,5,18,0,10,510,9930.43,0.971,10778.69,32188.64,12840.47
12,4,17,0,10,491,13699.93,0.9148,13948.3,15843.44,11440.58
2,6,14,0,5,455,2605.31,1.0297,2963.14,28704.53,6919.88
11,4,27,0,4,528,11920.88,0.9705,14035.42,19945.74,8056.32
6,3,6,0,10,492,4752.18,1.1215,4736.39,64938.61,3111.1
4,5,11,0,13,490,11000.35,1.0961,12641.12,7284.01,5783.73
5,0,8,0,10,506,21035.71,1.1465,23037.67,19542.59,16199.14
10,1,25,0,7,490,11003.66,0.9354,9424.56,28279.7,6310.42
1,0,14,0,8,493,3634.65,1.0554,3508.47,53914.44,1173.84
13,1,5,1,7,528,6422.37,1.0638,6637.91,24853.86,13158.84
12,6,16,0,11,489,4337.43,1.0496,4884.17,43173.55,5020.15
5,3,7,0,10,476,4930.5,1.0959,4593.14,5000.0,7396.58
2,1,21,0,14,485,8502.38,0.9723,8094.53,25741.82,7777.31
5,1,16,0,8,477,4156.66,1.0402,3595.69,99597.77,5656.0
1,6,6,0,11,480,5950.28,1.1507,6811.58,5854.91,8857.54
2,2,24,0,4,476,4083.66,0.9365,4652.59,15059.43,500.0
5,4,29,0,7,483,15820.98,0.9542,14342.03,27285.58,7212.93
2,1,11,0,4,492,7049.12,1.0143,7448.02,27036.3,3897.08
0,3,3,1,9,487,7687.46,1.0572,6433.5,44532.91,11237.6
5,0,19,0,10,486,5611.74,0.9207,5270.51,44405.54,2868.4
9,2,25,0,12,536,11753.09,0.8934,10451.39,21660.92,8357.52
0,0,19,0,4,518,4894.29,0.8016,5202.02,5000.0,3738.09
13,2,12,0,7,469,7299.96,1.0222,7071.25,69904.68,1058.3
2,4,17,0,7,544,7225.78,0.9782,6400.86,47200.23,5753.86
4,0,14,0,10,525,13299.9,0.9552,13427.52,6358.39,4874.87
2,0,17,0,5,508,8106.79,0.8978,7169.34,47765.38,7070.13
0,5,16,0,17,489,6059.92,0.9681,6776.83,20838.52,1406.22
5,1,11,0,9,474,11097.14,1.0289,9205.73,87479.0,6585.55
10,2,5,1,7,495,8655.83,1.102,8299.0,40240.8,11729.56
7,6,10,0,5,528,3816.5,1.094,3819.31,66022.77,3212.39
2,3,10,0,8,490,13338.21,1.2,15566.26,65878.81,3867.56
3,4,9,0,5,483,6082.46,1.15,6185.39,10321.57,3262.91
3,4,11,0,8,528,9709.21,1.0636,10263.97,9514.15,10084.27
3,3,9,0,5,536,19962.28,1.0659,21548.99,22426.49,16531.14
10,1,5,1,4,529,12370.35,1.084,10609.68,5000.0,15783.48
2,5,11,0,5,535,5826.39,1.1079,5642.79,8316.33,8215.66
1,4,16,0,5,492,4835.9,0.9595,4405.75,33364.99,7513.14
6,2,1,1,7,504,5940.23,1.0321,5702.93,98162.41,12728.58
1,1,20,0,4,485,6195.72,0.9711,5963.37,8797.41,3669.27
12,1,17,0,9,523,7929.72,0.9572,7796.45,37067.19,3897.76
5,1,21,0,13,506,2678.56,0.932,3061.18,10829.58,1608.58
3,6,29,0,7,499,4933.43,1.0001,5474.21,27924.76,5586.84
12,1,5,1,6,466,10284.11,1.0328,9008.04,5046.25,15672.04
12,2,1,1,12,502,5491.42,1.0686,5464.72,12258.89,8604.65
2,1,20,0,8,520,11140.88,0.9417,9832.25,35943.41,6584.26
10,1,25,0,7,526,12814.86,0.9335,13089.83,5000.0,7658.21
1,0,5,1,10,501,8609.36,1.072,8739.17,15011.25,14221.85
6,0,19,0,7,499,6669.1,0.9213,6808.17,7960.78,6791.2
2,5,2,1,7,484,21110.51,1.1195,17269.88,21322.45,30926.6
0,1,12,0,5,512,5579.59,1.0867,5047.0,27329.18,1061.64
0,1,12,0,5,549,5439.55,1.0847,6004.87,68375.12,2094.71
1,3,15,0,9,503,12227.45,0.9414,11917.3,27330.0,8194.96
0,1,15,0,11,456,9963.42,1.0377,9108.8,16973.55,500.0
1,0,11,0,11,502,12879.81,1.0183,10539.12,37294.77,8569.22
3,3,13,0,8,496,9992.22,1.0715,9609.08,78506.92,7322.7
7,5,6,0,11,488,13941.43,1.0812,16616.68,14445.41,15225.02
0,0,22,0,7,478,8214.2,0.8667,6759.38,28255.69,12321.73
3,5,10,0,6,547,7357.37,1.0146,5923.42,26874.3,13348.81
0,5,2,1,5,492,5255.94,1.0547,5106.27,35142.85,13954.05
4,0,27,0,12,505,12764.5,0.9617,11725.81,43095.66,5459.98
4,1,1,1,8,509,6666.1,1.0875,7338.65,76643.82,500.0
10,5,18,0,5,465,12540.46,1.0155,14702.67,9336.61,11326.4
11,4,20,0,11,503,12411.46,0.8881,10025.71,20281.58,9193.81
12,3,9,0,9,525,5636.03,1.191,4884.92,10158.17,7471.23
5,2,11,0,5,466,9146.85,1.0661,10697.06,36671.04,6851.4
2,2,19,0,11,501,5348.42,0.9744,5050.24,60447.15,5359.6
2,6,25,0,7,506,11836.96,0.9381,10965.98,27755.65,7471.19
5,3,19,0,5,455,11245.87,0.8394,9813.41,23915.28,5629.18
0,0,16,0,8,503,18418.57,0.9927,16918.73,20316.85,11537.81
9,1,15,0,8,502,10197.87,0.9747,9696.07,25126.31,2695.03
10,4,20,0,7,495,9554.42,0.9418,8583.36,42923.97,5763.6
13,2,15,0,12,473,19639.53,1.0047,17433.71,12490.99,11312.52
0,5,18,0,6,525,8237.09,0.9481,7064.07,23041.18,1869.72
5,0,26,0,9,476,6440.52,0.8645,6809.0,9342.8,5095.02
2,5,19,0,5,498,13381.7,0.956,14938.11,23889.35,5966.7
6,6,20,0,5,494,5594.7,0.9537,5167.37,35916.2,3355.0
1,0,4,1,9,515,2839.83,1.0582,3000.12,63027.81,9395.62
3,2,1,1,7,509,7626.89,1.0095,6222.05,6282.52,14750.62
12,3,2,1,13,499,4671.49,1.0828,4986.69,7465.88,8634.02
5,6,12,0,7,541,7683.42,1.1176,6747.89,6985.75,6258.77
12,6,9,0,7,498,6206.86,1.1318,4991.7,34505.62,4765.57
3,5,3,1,5,530,22301.21,1.0325,19708.75,11372.16,31244.14
7,5,30,0,10,516,4167.83,1.0622,4140.83,22871.88,7234.31
10,3,13,0,7,475,9807.01,1.0777,11379.92,40238.09,10596.66
10,2,18,0,7,509,9273.23,0.9924,9736.79,25242.6,3060.88
2,0,23,0,10,507,2599.18,0.9082,3092.16,8099.18,3559.6
5,3,6,0,10,503,6332.9,1.0311,6935.51,18559.74,8879.24
5,5,23,0,2,499,3333.74,0.9334,3233.08,22642.13,2148.65
3,2,5,1,5,476,11499.03,1.1629,10830.28,22657.05,19689.78
8,4,21,0,8,531,8321.57,0.8911,6917.96,14013.8,7950.33
2,0,22,0,7,504,8540.56,0.9345,9535.67,38801.27,6139.98
10,6,30,0,15,478,9887.76,1.1107,8073.16,7696.82,615.96
0,3,8,0,11,475,16955.09,1.0686,17785.31,156074.37,10954.7
0,0,10,0,10,502,9325.04,1.0671,10085.93,61487.73,5499.34
0,5,1,1,5,472,2461.28,0.9347,2317.74,12202.13,1764.44
0,6,8,0,9,514,8565.13,1.0933,9417.1,14831.03,9780.85
0,3,7,0,9,501,4524.02,1.0706,4109.43,15531.41,7735.46
12,2,27,0,11,497,16693.48,0.9929,14773.45,11277.03,7391.54
7,1,8,0,10,477,9362.88,1.1333,9671.36,14138.15,7828.02
5,0,2,1,4,536,10725.22,1.1348,9527.37,130679.03,17445.6
9,2,12,0,9,498,10910.08,1.0239,9927.66,16165.42,16078.87
7,2,16,0,9,480,8308.96,0.9756,7771.4,78516.15,6221.81
3,3,18,0,7,527,5068.62,0.9601,5091.35,19371.27,6646.67
9,0,30,0,9,552,4047.66,0.9979,4492.33,5974.77,4201.03
6,1,6,0,12,491,4389.85,1.0956,3571.2,21746.33,5759.5
2,6,25,0,10,479,5846.21,0.8786,4990.19,41681.49,1495.32
9,3,11,0,6,477,17180.4,1.1463,13835.13,18456.98,7140.6
1,3,2,1,12,492,12095.16,1.0505,10429.7,5383.06,18766.53
10,5,27,0,10,549,7411.16,0.9246,8372.64,16139.01,6600.47
4,1,16,0,5,479,8239.53,0.9604,9561.19,7817.18,6051.73
9,2,29,0,5,494,7282.79,0.9117,8310.39,13952.61,500.0
6,5,9,0,6,521,7656.7,1.1103,8637.58,120132.56,8207.95
2,5,25,0,7,525,7467.6,0.9128,8794.51,33378.71,6881.97
1,4,7,0,3,461,10871.88,1.0919,9727.48,28119.12,9179.48
0,6,26,0,7,524,15978.87,0.9692,15080.17,7122.07,10534.8
12,5,19,0,5,556,7046.11,0.9188,8007.6,37398.06,5680.75
4,1,15,0,11,502,7767.57,0.9847,7168.42,9250.0,5081.08
4,0,30,0,6,530,11141.59,1.0212,12228.35,47994.66,9676.73
13,6,26,0,9,486,5744.21,0.9652,6263.98,20940.41,8484.35
10,3,29,0,8,498,13249.35,1.0055,11404.33,11058.29,3755.22
1,3,29,0,10,504,3792.82,0.9226,3278.75,65643.17,1584.58
0,5,11,0,8,518,6790.45,1.0945,5902.19,19939.5,4728.88
7,5,17,0,7,488,6276.51,0.9665,6351.88,13695.81,2707.96
4,0,23,0,10,495,9172.42,0.9054,9074.15,5000.0,4043.31
2,5,16,0,10,510,5137.55,0.9842,4963.3,5899.67,6019.55
12,0,12,0,7,450,8412.41,1.0051,8601.2,130360.61,4407.61
5,0,4,1,8,499,7950.08,1.1327,9441.05,57921.63,9735.34
7,6,24,0,5,479,4912.7,0.8812,5715.13,39325.68,4122.37
0,2,5,1,3,457,7641.0,1.0552,8432.59,20685.99,15711.38
3,0,15,0,7,474,5486.01,1.0881,5161.0,5000.0,11096.44
10,4,6,0,6,553,7462.54,1.1314,8427.16,17149.44,6498.52
9,2,3,1,7,508,8081.26,1.0908,6668.06,9539.52,10519.21
5,2,4,1,10,493,4085.83,1.0848,3707.75,9068.13,5986.71
12,6,19,0,5,514,6904.94,0.984,5881.14,25644.1,7786.11
0,3,6,0,5,541,6280.66,1.1321,5772.73,13602.58,9735.15
6,4,14,0,7,508,17162.34,0.9707,14656.53,24642.38,10402.36
10,0,4,1,13,488,3253.99,1.0236,3882.17,15400.35,9674.51
0,2,3,1,11,496,4953.32,1.0967,4477.71,42510.29,8121.18
1,3,26,0,5,508,8990.64,0.9552,7638.27,8462.01,6775.92
0,4,15,0,7,502,5383.6,0.9639,5431.63,18081.93,1472.33
6,3,29,0,8,493,21865.13,0.9847,26223.89,13674.45,8435.52
7,0,23,0,8,490,25739.92,0.9666,26708.98,13522.2,15403.71
0,6,21,0,6,479,9768.86,0.8271,8653.3,25572.71,8537.21
2,0,15,0,3,546,8137.76,0.9288,8145.34,30886.07,5588.57
0,0,6,0,7,479,5619.22,1.0394,5739.81,8813.06,2190.6
0,2,29,0,2,498,8000.59,0.978,7210.93,12364.81,5380.95
13,1,6,0,3,518,4492.25,1.0453,4646.59,27061.3,5261.09
8,1,27,0,6,520,20789.35,0.9328,24892.62,22646.42,13151.86
6,2,8,0,8,507,2671.45,1.0121,2190.79,28140.21,1031.57
0,2,15,0,9,548,5016.15,1.0141,4864.14,67926.22,3068.65
10,2,21,0,11,519,7194.62,0.8849,7415.2,5000.0,5383.0
0,4,1,1,6,496,12739.92,0.9701,12529.65,267195.55,16747.9
1,2,2,1,10,479,5109.6,1.0158,5214.17,28622.64,4011.31
2,1,13,0,8,500,13239.06,1.0617,14112.61,129823.67,6418.94
10,4,25,0,12,504,19327.3,0.9759,17926.82,37156.51,16819.86
9,6,15,0,7,497,8590.07,0.9725,7669.99,56027.79,2357.58
0,2,3,1,7,520,7758.96,1.0362,6554.39,11389.67,16921.16
5,0,29,0,9,513,11535.72,0.9193,11001.77,36311.77,11228.49
10,5,12,0,8,496,8806.36,1.1248,9638.55,23873.03,9767.48
1,1,2,1,11,498,3767.95,1.0234,4497.85,10816.32,6444.93
5,1,22,0,7,541,9646.94,0.8748,10666.46,18315.8,6140.0
5,5,6,0,8,502,8186.56,1.0822,8610.82,9597.66,7706.1
5,3,11,0,9,487,6854.41,1.1047,5839.82,16235.37,12125.81
3,4,3,1,13,479,12461.27,1.0365,12857.67,15336.98,14152.97
3,4,17,0,9,543,5052.78,0.9868,4116.27,25813.23,500.0
9,2,4,1,10,503,9455.63,0.9597,10907.68,23125.81,13885.85
4,1,14,0,4,521,11200.37,0.9178,9469.76,40319.88,3913.76
10,1,17,0,9,458,9582.0,1.0046,9633.2,29632.24,1156.15
0,5,4,1,2,514,5912.55,1.0789,6157.4,27300.71,12447.84
12,6,26,0,6,501,11274.57,0.9376,10533.79,37287.56,9485.8
0,0,26,0,5,504,5311.97,0.9077,5643.54,15314.06,5690.67
5,3,20,0,7,511,9233.76,0.9816,9787.84,22178.89,3665.54
3,3,4,1,11,518,10283.24,1.0013,12319.08,10717.68,9212.45
8,0,11,0,8,524,10956.29,1.0605,10628.76,16178.41,5933.16
4,2,15,0,10,499,5580.25,1.021,6111.01,21162.75,8254.54
13,0,8,0,10,472,22666.74,1.0855,21188.44,12241.35,11654.46
5,4,20,0,8,557,9060.47,0.9181,8450.15,13311.73,7156.16
2,2,13,0,6,516,3207.04,1.1409,3101.23,10566.93,5203.94
0,6,19,0,6,479,3243.05,0.9053,2723.56,16536.33,4421.76
0,5,25,0,12,470,4193.5,0.8827,3612.19,28302.35,4099.54
3,0,21,0,9,510,8758.18,0.9295,9077.85,39734.61,9666.66
12,3,4,1,10,520,12365.73,1.0999,12858.2,15695.69,17961.03
10,0,2,1,7,541,12706.44,1.0799,13579.45,34103.72,13540.17
12,6,16,0,13,484,4283.64,0.9703,3444.3,12702.26,3749.11
11,5,25,0,6,485,6147.75,0.9383,5227.97,28812.1,4032.01
3,1,7,0,7,503,9236.16,1.1004,8351.23,11111.08,5515.2
5,0,17,0,8,493,9828.5,0.9684,9120.66,5000.0,11030.59
0,6,3,1,7,578,8446.81,1.081,9777.39,20425.99,13169.76
0,1,4,1,4,510,8159.3,1.14,9640.54,5000.0,16351.49
13,5,24,0,7,469,3746.34,0.915,3966.36,64614.68,5421.29
2,5,13,0,8,500,5979.98,1.0585,6714.01,14890.52,8085.95
3,2,22,0,6,490,4138.37,0.9581,4901.59,47306.81,961.04
3,4,11,0,5,464,8648.4,1.1067,9191.19,42193.35,2420.4
5,5,7,0,2,485,7663.63,1.05,7996.66,7629.03,2690.84
2,2,22,0,9,504,15064.52,0.9713,13057.09,36917.39,7871.69
3,5,29,0,7,529,9766.15,0.9698,11311.94,13386.89,2419.14
6,1,12,0,8,515,14496.84,1.0557,13740.74,12899.89,7009.04
0,0,6,0,10,500,16990.96,1.0427,19437.94,38658.65,11188.49
1,1,8,0,7,483,14185.52,1.0821,13732.25,8635.86,15721.95
6,5,2,1,7,482,4504.87,1.1044,4461.52,37334.13,2699.27
0,2,7,0,9,507,13315.84,1.1561,14800.1,22182.04,11695.42
7,4,26,0,11,499,3994.92,0.8712,3249.29,21533.91,3557.57
10,2,8,0,16,513,5981.07,1.0061,5207.33,15473.3,5160.67
9,4,6,0,4,487,10900.36,1.1127,10093.66,17101.12,5639.48
11,2,5,1,3,495,5840.03,1.0214,5851.38,51559.59,5331.36
12,2,19,0,8,506,10721.99,0.9664,10475.58,12891.39,2431.96
4,6,20,0,9,485,6173.6,0.913,5554.3,19907.42,6265.44
3,4,23,0,7,512,9552.86,0.9458,7821.59,41552.24,4511.89
4,1,26,0,11,494,28282.66,0.9694,26345.49,12201.85,17336.22
4,3,5,1,8,552,39614.67,1.0495,37987.01,52583.0,56480.38
5,1,11,0,10,487,3756.95,1.069,3847.44,21991.7,6824.07
13,1,22,0,9,475,6751.06,0.9429,7496.52,57597.93,8028.62
3,3,22,0,9,538,20915.59,0.9048,17962.93,24510.68,18688.95
3,3,7,0,7,502,14472.68,1.1534,12093.64,45113.07,9207.41
10,3,18,0,6,522,9609.87,1.0208,10252.88,10793.19,7939.03
2,5,12,0,10,485,12371.43,1.0396,12282.69,95335.82,10819.77
12,0,1,1,7,485,16813.29,1.0544,19967.49,24116.8,26209.38
6,4,26,0,4,517,8533.42,0.9472,8242.59,34401.34,10509.23
12,1,7,0,7,501,7052.25,1.0841,8269.22,8281.84,1749.25
4,4,10,0,11,523,3976.4,1.1229,3506.05,28528.11,500.0
13,2,13,0,11,528,4738.54,1.0749,5272.74,15468.2,11021.53
4,1,17,0,11,547,6886.24,0.9756,7057.76,54847.75,4951.2
6,4,15,0,6,551,7633.43,0.9947,7740.46,16156.77,8939.06
10,5,28,0,7,508,8152.71,0.9954,7583.57,32172.71,7810.29
0,4,18,0,8,469,18785.05,0.8659,21120.84,49239.04,7311.72
3,3,26,0,9,509,8671.21,0.847,10377.99,109080.09,1954.27
3,3,16,0,10,521,3917.55,1.0756,3149.63,46825.89,500.0
3,6,11,0,13,484,7714.96,1.0878,7522.2,14048.68,3202.65
3,0,19,0,11,498,10739.88,0.8606,10126.59,25931.91,13154.76
3,6,15,0,6,497,12594.63,1.0448,10697.29,23551.3,4735.67
4,5,20,0,7,476,18330.47,0.8752,19939.84,5000.0,10762.67
12,2,10,0,9,519,16894.49,1.1085,15666.38,11370.82,9922.92
10,6,9,0,4,494,7420.11,1.2053,7964.44,12313.74,6219.1
5,0,14,0,8,496,4631.44,1.0403,5508.07,25217.85,3291.07
9,6,6,0,14,460,13852.13,1.1309,15167.44,17041.31,11934.22
3,5,20,0,11,493,6037.43,0.9544,5435.41,26599.88,4846.47
0,2,27,0,8,530,8042.37,0.8899,8197.6,5000.0,3010.42
0,0,6,0,7,522,13729.02,1.0655,16107.32,10213.95,9185.61
0,2,20,0,4,533,5604.25,0.9235,6352.97,62423.71,5174.54
12,3,22,0,5,475,9226.03,0.9171,8928.18,43408.96,4773.51
0,0,2,1,7,494,6257.52,0.9852,5184.4,15332.77,7835.04
3,6,8,0,7,522,12496.71,1.1627,11757.3,30368.59,5335.23
4,0,12,0,9,496,7835.71,1.0056,8367.6,56482.32,8454.89
12,2,6,0,4,502,14875.53,1.0317,15628.29,5739.19,6165.51
4,2,13,0,12,507,12100.93,1.0389,11398.87,19139.29,14071.67
10,5,18,0,10,517,3705.48,0.9684,4012.31,15488.9,9939.53
12,1,9,0,7,521,7815.78,1.1429,7746.68,89610.55,8880.81
13,2,22,0,4,467,4326.74,0.8878,4436.58,9609.92,2170.07
9,6,21,0,6,505,6015.43,0.9437,5826.95,18059.27,3943.07
2,0,6,0,10,509,5042.01,1.0563,4662.5,11498.62,2452.45
0,3,9,0,10,500,7141.12,1.0342,6535.73,10609.36,6973.96
10,2,16,0,7,482,5605.48,1.0319,4686.09,29735.73,500.0
5,6,2,1,7,506,6423.19,1.0596,5777.54,71841.28,15382.19
6,4,8,0,6,527,12580.69,1.0766,11768.9,23214.45,11501.46
12,5,3,1,6,507,10715.35,0.9574,9181.34,29572.66,12458.17
7,6,16,0,12,525,4038.13,1.054,4513.58,65988.06,5107.81
9,2,3,1,8,497,18081.0,1.0432,18369.27,8155.2,32585.52
13,6,30,0,8,503,5284.98,1.0645,4280.05,17931.22,1159.45
7,3,19,0,12,488,6073.22,0.8597,7191.31,15373.28,10538.75
4,0,28,0,5,484,11061.92,1.0514,11021.05,40326.51,1708.56
1,3,25,0,4,489,7480.9,0.9176,6983.88,20483.78,6832.57
0,4,24,0,9,444,6710.44,0.9543,5877.66,17487.84,9627.52
9,1,18,0,10,546,6768.02,0.9236,8055.53,16805.45,6128.84
0,2,10,0,10,491,14281.43,1.1047,11854.19,8117.65,8482.48
3,0,16,0,7,526,5382.19,0.9205,5131.64,5000.0,5964.64
0,5,26,0,11,506,11790.66,0.9468,11402.2,6293.89,7272.14
9,5,9,0,6,512,11118.65,1.1257,10314.08,19047.79,7203.25
6,5,26,0,9,511,7125.43,0.9033,6990.15,26626.56,9625.34
12,4,23,0,9,480,6553.27,0.9748,7051.93,28932.01,8188.76
6,1,21,0,5,499,18348.85,0.8048,21654.89,35837.05,8179.12
0,4,4,1,7,483,8628.85,1.0309,9701.36,33219.57,16983.27
1,6,21,0,5,473,7234.71,0.915,5876.09,10286.45,1668.59
0,1,21,0,15,478,6677.99,0.8949,6771.42,30116.22,8818.48
6,2,17,0,9,454,16010.83,0.9252,15108.82,50898.32,10245.67
4,4,20,0,12,548,8439.78,0.9025,7184.17,9958.71,7050.08
0,4,17,0,9,489,9256.6,1.0275,8658.82,52086.15,1770.07
4,0,16,0,4,532,13595.67,0.9991,14166.84,13421.98,9626.36
3,2,27,0,6,522,14523.56,0.9524,12345.83,117078.8,9266.27
0,4,26,0,5,499,33179.17,0.8975,28289.77,9235.26,19116.66
4,0,17,0,10,492,11749.93,0.9438,12258.3,60365.42,6860.09
0,4,6,0,10,487,3272.94,1.17,2809.18,24215.34,3862.53
0,4,13,0,6,484,5373.35,1.0799,6025.21,14929.11,6698.42
6,3,4,1,14,481,8730.25,1.1024,9044.96,16565.4,9899.97
5,3,7,0,11,520,7491.37,1.1083,6759.82,34520.13,3897.45
3,5,28,0,4,486,8026.9,1.0244,6439.64,10121.44,3269.74
5,0,7,0,5,512,6082.54,1.1673,6621.68,18711.64,6727.5
6,3,18,0,10,496,5956.67,0.8621,6464.1,30236.5,2675.72
13,3,17,0,6,539,20576.89,0.8508,23659.46,62788.91,7725.12
0,0,22,0,9,480,10498.01,0.8855,9969.18,10929.12,5898.92
9,6,10,0,6,513,7400.55,1.1385,8297.16,34866.72,8087.33
5,6,14,0,13,498,7673.93,1.1093,6766.24,34845.66,7897.35
10,3,11,0,6,540,5751.0,1.0539,5805.77,5000.0,4412.68
