voucher_id,days_since_issue,days_until_expiry,grant_type_encoded,amount_normalized,region_encoded,beneficiary_activity_score,similar_voucher_redemption_rate,channel_availability_score,has_used_app,has_used_ussd,nearest_agent_distance_km,notification_sent_count,expired_unredeemed
VCH_03204,10,74,2,0.2143,5,0.5694,0.754,0.4515,1,0,12.88,1,0
VCH_03205,3,85,4,1.0,13,0.9076,0.8892,0.7152,0,1,6.08,1,0
VCH_03206,72,21,2,0.2143,10,0.7312,0.8971,0.8033,1,0,1.2,2,0
VCH_03207,14,81,0,1.0,5,0.5274,0.8974,0.8535,1,0,4.23,3,1
VCH_03208,52,39,0,1.0,10,0.1389,0.8173,0.7276,1,0,0.82,4,0
VCH_03209,24,73,3,0.2143,7,0.6959,0.7692,0.5832,0,0,1.91,1,0
VCH_03210,74,13,0,1.0,0,0.7116,0.598,0.5497,1,0,3.32,3,0
VCH_03211,63,19,0,1.0,12,0.8268,0.6756,0.799,1,0,1.29,0,0
VCH_03212,84,6,2,0.2143,3,0.5722,0.2992,0.3321,1,0,28.08,2,1
VCH_03213,43,42,4,1.0,3,0.6032,0.4912,0.8467,0,0,2.85,2,0
VCH_03214,70,11,4,1.0,7,0.1698,0.5677,0.5239,0,0,5.86,2,1
VCH_03215,14,80,0,1.0,5,0.8184,0.5832,0.7894,1,1,3.81,3,0
VCH_03216,13,67,2,0.2143,4,0.931,0.7272,0.4792,1,1,2.26,2,0
VCH_03217,37,46,0,1.0,2,0.5706,0.7294,0.703,1,0,1.3,0,0
VCH_03218,60,27,2,0.2143,12,0.6975,0.5704,0.7521,1,1,4.38,1,0
VCH_03219,87,7,2,0.2143,3,0.6394,0.7083,0.5196,1,0,4.59,0,0
VCH_03220,24,75,0,1.0,0,0.5745,0.8557,0.6877,1,0,2.27,2,0
VCH_03221,75,21,2,0.2143,8,0.5375,0.6331,0.8385,1,0,1.1,0,0
VCH_03222,69,14,4,1.0,2,0.6841,0.8612,0.5276,1,0,4.87,3,0
VCH_03223,67,32,0,1.0,4,0.494,0.6005,0.4641,1,1,4.78,2,0
VCH_03224,13,81,0,1.0,10,0.2839,0.9465,0.487,1,1,1.3,1,0
VCH_03225,57,37,0,1.0,0,0.6537,0.5484,0.3431,1,0,1.89,3,0
VCH_03226,11,80,2,0.2143,0,0.4683,0.8658,0.4287,1,0,2.98,1,0
VCH_03227,17,78,0,1.0,3,0.6468,0.8078,0.4269,1,1,0.5,2,0
VCH_03228,53,40,2,0.2143,4,0.5897,0.8212,0.7223,1,1,9.91,1,0
VCH_03229,85,0,0,1.0,2,0.5072,0.5612,0.8605,0,1,2.26,2,0
VCH_03230,32,56,0,1.0,13,0.5988,0.639,0.879,0,0,1.98,1,0
VCH_03231,15,66,3,0.2143,1,0.5011,0.7361,0.8623,0,0,7.73,3,0
VCH_03232,51,45,0,1.0,0,0.2122,0.7317,0.6074,0,1,0.5,0,0
VCH_03233,79,9,3,0.2143,9,0.9123,0.7377,0.709,0,1,1.02,3,0
VCH_03234,29,51,2,0.2143,0,0.5759,0.602,0.5444,1,1,0.5,1,0
VCH_03235,24,67,2,0.2143,12,0.8087,0.8993,0.2781,1,0,0.58,3,0
VCH_03236,72,14,0,1.0,2,0.3301,0.9161,0.9026,1,0,3.91,1,0
VCH_03237,53,37,2,0.2143,10,0.7239,0.541,0.722,1,0,4.18,3,0
VCH_03238,80,18,3,0.2143,13,0.3582,0.9115,0.85,0,1,28.68,1,0
VCH_03239,60,35,1,1.0,0,0.422,0.5987,0.8695,1,0,0.5,2,0
VCH_03240,68,23,3,0.2143,8,0.4185,0.7398,0.6201,0,1,7.15,3,1
VCH_03241,86,0,4,1.0,2,0.2975,0.6071,0.6469,0,1,0.74,0,1
VCH_03242,27,53,1,1.0,13,0.7646,0.7993,0.6798,1,1,2.73,3,0
VCH_03243,53,34,0,1.0,10,0.606,0.8199,0.81,1,1,3.3,3,0
VCH_03244,4,92,0,1.0,0,0.9366,0.2626,0.4386,1,0,0.58,3,0
VCH_03245,77,14,1,1.0,8,0.7925,0.9826,0.7946,0,0,2.25,2,0
VCH_03246,60,24,0,1.0,4,0.474,0.464,0.9782,1,0,7.84,3,0
VCH_03247,30,59,0,1.0,10,0.8127,0.6608,0.4869,1,0,0.5,3,0
VCH_03248,85,1,1,1.0,0,0.4116,0.5173,0.8081,1,0,0.82,2,0
VCH_03249,22,76,0,1.0,7,0.5145,0.5555,0.8357,1,1,1.02,1,0
VCH_03250,62,22,2,0.2143,3,0.5821,0.785,0.1309,1,1,14.64,3,0
VCH_03251,4,77,1,1.0,11,0.6185,0.5878,0.5498,1,0,15.59,2,0
VCH_03252,24,68,1,1.0,11,0.2999,0.8285,0.6114,0,0,9.97,2,0
VCH_03253,83,3,4,1.0,4,0.3955,0.5594,0.7223,1,1,1.79,1,0
VCH_03254,19,79,0,1.0,0,0.5147,0.893,0.8888,1,0,0.5,1,0
VCH_03255,1,91,0,1.0,12,0.4692,0.7992,0.6721,1,0,4.33,5,0
VCH_03256,35,51,2,0.2143,12,0.2963,0.7067,0.6658,1,0,0.5,2,0
VCH_03257,23,58,2,0.2143,0,0.7941,0.7596,0.9252,1,0,0.5,1,0
VCH_03258,87,3,2,0.2143,4,0.5302,0.724,0.7592,0,0,12.13,2,1
VCH_03259,12,82,0,1.0,1,0.4975,0.8188,0.372,1,0,9.09,1,0
VCH_03260,54,26,0,1.0,3,0.7221,0.6688,0.7662,0,0,22.9,2,0
VCH_03261,12,79,2,0.2143,4,0.6001,0.4971,0.7599,0,0,1.02,1,0
VCH_03262,6,87,1,1.0,10,0.5502,0.6381,0.4918,0,0,0.5,4,1
VCH_03263,89,7,2,0.2143,1,0.3891,0.81,0.8782,1,0,7.66,3,0
VCH_03264,11,72,1,1.0,3,0.4603,0.9159,0.7641,1,1,10.77,2,0
VCH_03265,15,69,0,1.0,10,0.452,0.5182,0.5536,1,0,2.98,4,0
VCH_03266,88,8,0,1.0,9,0.7245,0.6911,0.785,1,1,25.32,2,0
VCH_03267,85,7,0,1.0,2,0.5083,0.8013,0.3947,1,1,7.08,2,0
VCH_03268,46,50,3,0.2143,0,0.3566,0.8745,0.9784,0,1,5.06,1,0
VCH_03269,30,59,0,1.0,1,0.7756,0.781,0.567,1,0,1.73,1,0
VCH_03270,36,55,0,1.0,2,0.7549,0.7195,0.7453,1,1,1.33,1,0
VCH_03271,57,23,4,1.0,6,0.8304,0.4564,0.6077,1,0,3.62,2,0
VCH_03272,63,29,2,0.2143,2,0.4392,0.7312,0.4648,1,1,0.81,3,0
VCH_03273,10,76,0,1.0,8,0.6017,0.8492,0.7876,1,0,17.86,5,0
VCH_03274,82,12,0,1.0,11,0.1664,0.8935,0.5673,1,1,0.5,0,0
VCH_03275,43,46,2,0.2143,10,0.8313,0.8636,0.6721,0,0,11.15,2,0
VCH_03276,13,71,2,0.2143,4,0.2992,0.491,0.4697,0,0,5.52,0,0
VCH_03277,35,64,2,0.2143,3,0.5762,0.7291,0.8233,1,0,3.95,2,0
VCH_03278,65,16,1,1.0,2,0.48,0.9611,0.7838,0,1,0.79,1,0
VCH_03279,64,30,3,0.2143,6,0.2561,0.7743,0.7873,1,0,0.5,3,0
VCH_03280,2,92,3,0.2143,0,0.75,0.6958,0.7979,1,1,5.85,1,0
VCH_03281,4,94,0,1.0,1,0.6582,0.5078,0.7733,1,1,0.5,4,0
VCH_03282,28,70,1,1.0,1,0.2532,0.6248,0.8965,1,0,5.46,0,0
VCH_03283,69,29,1,1.0,2,0.1728,0.9627,0.3433,1,0,1.57,3,0
VCH_03284,87,4,4,1.0,12,0.491,0.421,0.4467,0,0,7.01,1,0
VCH_03285,80,10,3,0.2143,0,0.5823,0.7279,0.1658,0,1,0.6,2,0
VCH_03286,46,42,0,1.0,13,0.7694,0.9749,0.292,1,0,2.75,0,0
VCH_03287,18,62,1,1.0,2,0.1873,0.7643,0.6075,1,1,4.33,2,0
VCH_03288,48,47,3,0.2143,0,0.4432,0.766,0.694,0,0,2.42,2,0
VCH_03289,12,82,1,1.0,4,0.8636,0.5657,0.4609,1,1,0.89,1,0
VCH_03290,87,0,3,0.2143,3,0.6433,0.4717,0.9023,1,0,1.62,3,1
VCH_03291,38,59,3,0.2143,0,0.8573,0.8992,0.7887,1,0,0.95,2,0
VCH_03292,36,58,0,1.0,0,0.4082,0.7709,0.5231,1,1,16.03,1,0
VCH_03293,11,82,0,1.0,4,0.812,0.8991,0.4157,1,0,2.64,1,0
VCH_03294,13,75,2,0.2143,4,0.8858,0.9205,0.112,1,0,0.5,3,0
VCH_03295,55,41,1,1.0,4,0.6301,0.7596,0.5795,1,1,24.68,2,0
VCH_03296,25,55,4,1.0,0,0.6453,0.5896,0.4157,0,0,0.5,0,0
VCH_03297,2,82,3,0.2143,9,0.2695,0.54,0.2241,1,1,5.01,3,0
VCH_03298,86,0,2,0.2143,1,0.6051,0.947,0.558,1,0,0.5,1,0
VCH_03299,4,86,4,1.0,13,0.7976,0.8445,0.8557,1,0,4.06,0,0
VCH_03300,8,89,2,0.2143,8,0.6275,0.5952,0.2709,0,1,8.82,1,0
VCH_03301,37,49,1,1.0,1,0.8659,0.5972,0.2663,1,0,0.5,2,0
VCH_03302,41,54,0,1.0,0,0.648,0.6296,0.8634,1,0,7.27,2,0
VCH_03303,53,31,1,1.0,5,0.8085,0.6188,0.7226,1,1,6.19,3,0
VCH_03304,20,62,3,0.2143,10,0.4321,0.8697,0.4207,1,1,0.63,0,0
VCH_03305,16,65,1,1.0,1,0.789,0.7791,0.8243,0,0,1.91,3,0
VCH_03306,61,36,0,1.0,2,0.6049,0.8563,0.321,0,1,1.02,2,0
VCH_03307,51,46,2,0.2143,3,0.4711,0.8919,0.7559,0,1,4.41,2,0
VCH_03308,86,9,0,1.0,5,0.6857,0.7583,0.5831,1,1,2.82,3,0
VCH_03309,54,28,2,0.2143,1,0.6254,0.7317,0.3419,0,0,3.74,1,0
VCH_03310,77,18,0,1.0,0,0.4525,0.8283,0.3013,1,1,2.21,1,0
VCH_03311,17,79,4,1.0,6,0.5069,0.7241,0.7509,1,0,23.85,0,0
VCH_03312,44,53,2,0.2143,3,0.519,0.8399,0.9061,0,0,6.18,2,1
VCH_03313,34,65,4,1.0,3,0.5042,0.665,0.9442,1,1,15.37,1,0
VCH_03314,55,28,2,0.2143,3,0.6329,0.4566,0.1798,1,1,3.89,2,0
VCH_03315,57,28,2,0.2143,0,0.5983,0.8643,0.9509,0,0,0.5,4,0
VCH_03316,9,85,3,0.2143,10,0.635,0.6202,0.3388,0,1,2.49,1,1
VCH_03317,13,84,0,1.0,1,0.3897,0.7974,0.3714,1,0,5.25,0,0
VCH_03318,5,88,2,0.2143,13,0.854,0.6978,0.3861,1,1,3.99,4,0
VCH_03319,32,55,0,1.0,0,0.5693,0.7596,0.7259,1,0,1.88,2,0
VCH_03320,86,1,2,0.2143,7,0.875,0.7263,0.4303,0,0,6.65,4,1
VCH_03321,12,78,1,1.0,0,0.6736,0.1608,0.5967,1,0,2.92,0,0
VCH_03322,59,35,2,0.2143,9,0.5644,0.4423,0.3481,0,0,13.68,3,0
VCH_03323,3,94,0,1.0,8,0.6633,0.7906,0.9754,1,1,5.68,1,0
VCH_03324,35,46,0,1.0,1,0.7256,0.6028,0.329,1,1,2.8,5,0
VCH_03325,81,13,1,1.0,13,0.3389,0.732,0.8557,0,0,1.62,3,0
VCH_03326,77,17,1,1.0,5,0.8724,0.5911,0.6123,0,0,2.24,3,0
VCH_03327,3,82,2,0.2143,2,0.9294,0.4948,0.7207,1,0,2.39,1,0
VCH_03328,43,37,2,0.2143,1,0.736,0.7628,0.7967,1,0,5.61,0,0
VCH_03329,77,19,3,0.2143,0,0.7726,0.825,0.6493,1,0,12.22,3,0
VCH_03330,53,32,1,1.0,5,0.305,0.649,0.4818,1,0,9.36,5,0
VCH_03331,84,15,0,1.0,1,0.5754,0.9453,0.6023,0,0,2.82,1,0
VCH_03332,4,91,2,0.2143,2,0.1463,0.8237,0.607,0,1,13.26,2,1
VCH_03333,22,68,1,1.0,2,0.4159,0.7805,0.8644,1,1,0.5,2,0
VCH_03334,75,13,2,0.2143,13,0.6024,0.8281,0.834,0,0,15.85,3,0
VCH_03335,36,48,2,0.2143,10,0.5961,0.5724,0.4882,1,1,2.26,3,0
VCH_03336,22,63,2,0.2143,4,0.7849,0.7776,0.2781,0,0,0.5,2,0
VCH_03337,6,75,0,1.0,0,0.2556,0.7556,0.7994,1,1,1.79,2,0
VCH_03338,59,25,2,0.2143,0,0.6713,0.4173,0.7241,0,0,1.22,1,0
VCH_03339,1,88,4,1.0,0,0.3573,0.8828,0.3383,1,1,7.01,1,0
VCH_03340,13,68,0,1.0,0,0.5866,0.7351,0.6994,1,0,2.03,3,0
VCH_03341,22,66,2,0.2143,10,0.412,0.875,0.8124,0,0,22.25,2,1
VCH_03342,23,67,3,0.2143,0,0.6622,0.8047,0.8884,1,0,0.5,2,0
VCH_03343,33,61,3,0.2143,4,0.6905,0.6191,0.7098,1,0,5.98,1,0
VCH_03344,36,60,1,1.0,0,0.4918,0.9373,0.9059,1,0,5.02,4,0
VCH_03345,5,85,2,0.2143,3,0.4276,0.8052,0.6335,0,0,3.56,3,0
VCH_03346,46,51,1,1.0,0,0.1868,0.7185,0.8207,0,1,2.15,5,0
VCH_03347,26,64,0,1.0,0,0.6179,0.8278,0.7789,1,0,1.47,1,0
VCH_03348,26,64,0,1.0,12,0.5044,0.7752,0.8736,1,1,7.15,0,0
VCH_03349,5,87,0,1.0,6,0.7962,0.8082,0.8717,1,0,2.47,1,0
VCH_03350,12,71,0,1.0,1,0.42,0.7146,0.6842,1,1,11.59,1,0
VCH_03351,27,58,1,1.0,7,0.8618,0.9009,0.6338,1,0,0.57,2,0
VCH_03352,88,10,0,1.0,13,0.5301,0.2814,0.508,1,0,10.72,0,0
VCH_03353,43,47,1,1.0,9,0.9445,0.6985,0.7991,1,1,0.83,3,0
VCH_03354,28,71,2,0.2143,0,0.6995,0.6149,0.6386,0,0,19.7,2,0
VCH_03355,29,52,0,1.0,1,0.8067,0.9371,0.1215,1,1,10.69,0,0
VCH_03356,44,44,2,0.2143,12,0.3679,0.5395,0.4865,1,1,0.5,2,0
VCH_03357,73,20,1,1.0,4,0.4946,0.9467,0.7657,0,0,2.25,1,0
VCH_03358,59,33,1,1.0,2,0.7254,0.7858,0.7217,0,0,1.64,0,0
VCH_03359,9,80,1,1.0,4,0.7512,0.3142,0.6781,0,1,4.8,2,0
VCH_03360,35,50,4,1.0,5,0.6266,0.6787,0.4064,1,1,20.81,5,0
VCH_03361,49,45,2,0.2143,0,0.4827,0.8258,0.3529,0,0,1.23,5,0
VCH_03362,50,31,2,0.2143,10,0.5672,0.9288,0.571,1,1,2.23,1,0
VCH_03363,4,79,2,0.2143,3,0.4115,0.8224,0.8778,0,0,15.25,1,0
VCH_03364,6,88,1,1.0,4,0.9765,0.5215,0.7274,0,0,9.7,1,0
VCH_03365,81,8,4,1.0,3,0.5638,0.8125,0.4221,1,1,1.23,1,0
VCH_03366,14,76,1,1.0,5,0.9908,0.7633,0.3216,1,1,12.21,3,0
VCH_03367,15,75,0,1.0,11,0.2712,0.5894,0.7219,1,0,2.13,2,0
VCH_03368,87,8,2,0.2143,4,0.5648,0.9179,0.7222,1,1,1.84,4,0
VCH_03369,66,28,1,1.0,4,0.3981,0.3537,0.6257,1,0,0.5,2,0
VCH_03370,60,30,4,1.0,2,0.6832,0.8678,0.9552,1,0,3.14,1,0
VCH_03371,50,45,0,1.0,13,0.4966,0.7297,0.7551,1,1,9.53,3,0
VCH_03372,41,47,1,1.0,13,0.4246,0.6009,0.45,0,1,12.57,3,0
VCH_03373,47,40,1,1.0,4,0.6564,0.5124,0.1966,0,0,0.5,2,0
VCH_03374,59,29,0,1.0,6,0.7247,0.6925,0.1802,0,0,2.37,1,0
VCH_03375,80,6,2,0.2143,0,0.962,0.7766,0.8184,1,1,9.38,0,0
VCH_03376,75,7,1,1.0,3,0.4542,0.6725,0.7775,1,1,5.97,2,0
VCH_03377,50,33,4,1.0,4,0.4807,0.5839,0.3753,1,0,0.76,2,0
VCH_03378,57,29,3,0.2143,4,0.538,0.3795,0.3826,0,1,5.79,3,0
VCH_03379,17,67,0,1.0,5,0.199,0.6424,0.8591,1,1,0.55,3,0
VCH_03380,13,72,1,1.0,2,0.6555,0.5706,0.7704,1,1,0.5,2,0
VCH_03381,16,65,0,1.0,13,0.412,0.8173,0.8093,1,1,2.33,1,0
VCH_03382,15,75,1,1.0,5,0.7666,0.8941,0.5963,0,0,0.92,7,0
VCH_03383,20,70,0,1.0,3,0.4847,0.9334,0.3229,0,0,21.91,1,0
VCH_03384,89,10,4,1.0,4,0.5483,0.8557,0.5711,1,1,9.3,1,0
VCH_03385,87,0,1,1.0,0,0.8631,0.7288,0.5393,1,0,5.6,3,0
VCH_03386,33,53,3,0.2143,6,0.498,0.7808,0.3704,1,1,0.5,2,0
VCH_03387,54,29,2,0.2143,10,0.6203,0.6742,0.653,1,0,13.52,0,0
VCH_03388,27,56,0,1.0,5,0.7947,0.8004,0.5053,1,0,3.52,5,0
VCH_03389,46,46,2,0.2143,3,0.6798,0.9659,0.1908,1,1,0.5,0,0
VCH_03390,66,17,1,1.0,1,0.3375,0.7909,0.6387,1,0,1.91,2,0
VCH_03391,41,57,0,1.0,2,0.733,0.5034,0.8839,1,1,7.13,2,0
VCH_03392,89,7,1,1.0,9,0.5849,0.7728,0.4484,1,0,5.7,2,0
VCH_03393,85,4,2,0.2143,12,0.6563,0.3156,0.26,1,0,0.58,2,0
VCH_03394,42,39,1,1.0,12,0.2016,0.4819,0.4354,1,1,9.96,2,0
VCH_03395,75,7,4,1.0,3,0.902,0.5415,0.6682,1,0,0.86,2,0
VCH_03396,81,13,4,1.0,6,0.8708,0.4445,0.3681,1,1,14.17,4,0
VCH_03397,59,21,1,1.0,8,0.7014,0.666,0.8764,1,1,11.55,3,0
VCH_03398,32,62,2,0.2143,0,0.4644,0.6905,0.8825,0,0,5.41,1,0
VCH_03399,59,24,0,1.0,0,0.448,0.7722,0.1952,0,0,5.51,1,0
VCH_03400,21,70,2,0.2143,1,0.5897,0.599,0.484,0,0,1.8,4,0
VCH_03401,67,13,0,1.0,4,0.5181,0.4444,0.7561,0,0,1.45,1,1
VCH_03402,86,13,1,1.0,13,0.3407,0.984,0.6791,1,1,2.38,2,0
VCH_03403,72,26,1,1.0,9,0.4283,0.8286,0.7728,0,0,6.26,2,0
VCH_03404,6,93,2,0.2143,0,0.1542,0.7832,0.6515,0,0,0.65,1,0
VCH_03405,73,15,2,0.2143,7,0.7475,0.6571,0.6724,1,1,3.89,4,0
VCH_03406,69,21,0,1.0,12,0.5662,0.7542,0.6903,0,1,13.47,5,0
VCH_03407,74,6,4,1.0,4,0.2648,0.5284,0.2715,0,0,3.01,3,1
VCH_03408,84,1,0,1.0,3,0.4119,0.9228,0.5082,0,1,2.68,3,1
VCH_03409,28,60,1,1.0,9,0.6377,0.8914,0.5095,1,1,8.15,4,0
VCH_03410,1,95,1,1.0,7,0.5357,0.7023,0.5936,1,0,0.88,0,0
VCH_03411,83,15,3,0.2143,9,0.4116,0.8315,0.3329,1,1,2.47,2,0
VCH_03412,75,19,0,1.0,0,0.131,0.6949,0.3424,0,0,1.69,2,0
VCH_03413,12,68,4,1.0,10,0.643,0.534,0.7517,1,0,4.1,6,0
VCH_03414,47,39,1,1.0,7,0.8685,0.8056,0.5753,1,0,19.54,5,0
VCH_03415,61,29,0,1.0,1,0.6492,0.5414,0.6338,1,0,5.22,1,0
VCH_03416,1,83,0,1.0,13,0.6303,0.5514,0.4262,1,0,0.67,4,0
VCH_03417,1,93,3,0.2143,4,0.939,0.6669,0.4864,0,0,1.19,1,0
VCH_03418,73,22,2,0.2143,3,0.4354,0.8575,0.6769,1,0,2.16,2,0
VCH_03419,42,41,0,1.0,8,0.5553,0.6964,0.8962,1,0,2.18,0,0
VCH_03420,6,81,3,0.2143,7,0.4537,0.8588,0.8766,1,0,1.44,1,0
VCH_03421,80,18,0,1.0,0,0.7857,0.5846,0.449,1,0,3.39,1,0
VCH_03422,86,0,0,1.0,1,0.7072,0.7601,0.5754,0,0,1.44,1,0
VCH_03423,20,65,1,1.0,3,0.6307,0.8837,0.682,1,1,1.5,0,0
VCH_03424,66,16,0,1.0,0,0.8052,0.5269,0.2706,1,0,5.0,5,0
VCH_03425,49,46,1,1.0,9,0.5539,0.5299,0.7013,0,0,0.5,1,0
VCH_03426,6,93,0,1.0,3,0.6733,0.3797,0.6504,1,0,0.92,2,0
VCH_03427,25,66,0,1.0,3,0.6693,0.6548,0.8148,0,1,7.65,3,0
VCH_03428,89,8,4,1.0,9,0.8173,0.9102,0.5591,0,0,5.68,4,0
VCH_03429,76,9,1,1.0,11,0.5426,0.6664,0.8675,1,1,6.73,3,0
VCH_03430,81,5,4,1.0,7,0.431,0.8384,0.9427,1,1,16.2,2,0
VCH_03431,49,42,2,0.2143,0,0.9333,0.6292,0.4853,0,1,5.42,0,0
VCH_03432,87,0,4,1.0,5,0.5423,0.5211,0.6609,1,1,1.1,4,0
VCH_03433,67,30,3,0.2143,0,0.2472,0.5591,0.5796,1,0,1.17,0,0
VCH_03434,57,28,2,0.2143,12,0.9132,0.8424,0.8394,1,0,19.4,0,0
VCH_03435,87,10,3,0.2143,3,0.365,0.8798,0.0257,1,1,4.93,2,0
VCH_03436,69,15,3,0.2143,8,0.5959,0.726,0.6735,1,0,1.77,4,0
VCH_03437,8,76,0,1.0,0,0.3841,0.8642,0.4095,1,1,0.5,1,0
VCH_03438,67,17,2,0.2143,7,0.9198,0.5678,0.8394,1,0,3.16,1,0
VCH_03439,9,72,0,1.0,0,0.7199,0.8757,0.6628,1,0,3.61,3,0
VCH_03440,74,11,4,1.0,10,0.7608,0.7421,0.8947,1,0,8.71,2,0
VCH_03441,88,10,3,0.2143,7,0.8347,0.7303,0.4335,0,1,2.54,0,0
VCH_03442,71,12,1,1.0,1,0.861,0.8656,0.3648,1,0,1.29,2,0
VCH_03443,18,75,2,0.2143,4,0.6723,0.7264,0.4853,1,1,5.5,3,0
VCH_03444,8,84,2,0.2143,2,0.4024,0.8563,0.7202,0,0,0.93,3,0
VCH_03445,66,14,2,0.2143,0,0.4905,0.7091,0.8037,1,0,5.41,3,0
VCH_03446,69,14,2,0.2143,4,0.6176,0.4422,0.4741,1,1,11.64,3,0
VCH_03447,28,68,0,1.0,2,0.8439,0.7727,0.8325,1,1,2.05,4,0
VCH_03448,36,49,1,1.0,0,0.4772,0.9656,0.9283,1,0,0.5,2,0
VCH_03449,54,36,2,0.2143,2,0.6717,0.5512,0.8981,1,0,3.96,1,0
VCH_03450,46,43,1,1.0,0,0.3231,0.7882,0.673,1,0,1.01,4,0
VCH_03451,5,82,0,1.0,2,0.5825,0.7648,0.6536,1,1,5.91,0,0
VCH_03452,28,69,0,1.0,9,0.4798,0.6005,0.8522,1,0,8.15,3,0
VCH_03453,50,48,0,1.0,10,0.4202,0.45,0.7392,1,0,2.79,3,0
VCH_03454,10,70,1,1.0,3,0.7972,0.8098,0.732,1,0,0.69,2,0
VCH_03455,69,20,4,1.0,5,0.5172,0.4682,0.4623,1,0,1.01,5,1
VCH_03456,58,25,3,0.2143,12,0.8356,0.4471,0.4774,1,1,5.23,2,0
VCH_03457,2,80,0,1.0,1,0.4049,0.7689,0.5076,1,1,0.91,2,0
VCH_03458,42,38,4,1.0,4,0.7161,0.5191,0.4808,1,1,3.81,3,0
VCH_03459,21,72,0,1.0,7,0.7479,0.9472,0.832,1,1,20.83,0,0
VCH_03460,9,75,2,0.2143,8,0.4298,0.4789,0.8349,1,0,10.89,0,0
VCH_03461,38,54,2,0.2143,0,0.5556,0.6354,0.6237,1,0,12.67,1,1
VCH_03462,0,81,0,1.0,2,0.702,0.5219,0.8472,1,1,1.51,2,0
VCH_03463,70,15,1,1.0,1,0.4794,0.8647,0.8109,1,0,1.77,2,0
VCH_03464,7,85,0,1.0,0,0.3552,0.8651,0.9592,0,0,0.5,3,0
VCH_03465,61,26,2,0.2143,11,0.6269,0.7532,0.6899,1,0,5.44,2,0
VCH_03466,5,91,1,1.0,13,0.6499,0.6239,0.768,1,1,4.58,4,0
VCH_03467,0,88,0,1.0,5,0.8139,0.5956,0.6737,1,1,5.82,6,0
VCH_03468,47,45,0,1.0,8,0.3898,0.9169,0.7418,0,1,0.87,2,0
VCH_03469,53,44,3,0.2143,12,0.4029,0.8182,0.7303,0,0,1.2,1,0
VCH_03470,18,73,4,1.0,2,0.8655,0.6946,0.3888,0,0,0.5,1,0
VCH_03471,55,31,2,0.2143,4,0.6405,0.6402,0.5571,0,0,12.09,2,0
VCH_03472,65,27,0,1.0,5,0.5954,0.6938,0.7947,1,1,1.29,1,0
VCH_03473,88,0,1,1.0,1,0.8987,0.66,0.4551,0,1,13.17,4,0
VCH_03474,35,54,0,1.0,6,0.5393,0.7105,0.631,1,0,0.75,1,0
VCH_03475,68,15,2,0.2143,8,0.8534,0.9806,0.9098,1,0,2.48,0,0
VCH_03476,80,1,0,1.0,4,0.4251,0.9228,0.8774,1,0,7.81,3,0
VCH_03477,76,9,0,1.0,4,0.863,0.5128,0.7365,0,0,1.83,1,0
VCH_03478,0,83,1,1.0,3,0.6808,0.5752,0.8399,1,1,5.66,1,0
VCH_03479,6,83,2,0.2143,4,0.7086,0.8098,0.6915,1,0,12.43,4,0
VCH_03480,66,27,4,1.0,3,0.3616,0.9129,0.9636,1,0,0.96,0,0
VCH_03481,20,78,0,1.0,9,0.6274,0.702,0.7292,1,1,6.16,2,0
VCH_03482,26,71,0,1.0,3,0.9208,0.673,0.9609,1,1,0.5,2,0
VCH_03483,43,56,0,1.0,4,0.5013,0.8679,0.3607,1,0,19.35,2,0
VCH_03484,37,51,1,1.0,0,0.4353,0.9341,0.1064,1,1,7.68,2,0
VCH_03485,75,5,2,0.2143,1,0.7504,0.4741,0.943,0,1,2.04,2,0
VCH_03486,60,33,1,1.0,4,0.6573,0.977,0.5461,0,1,2.42,3,0
VCH_03487,85,0,0,1.0,8,0.5042,0.7941,0.6733,1,0,7.89,1,0
VCH_03488,68,30,0,1.0,7,0.8416,0.7243,0.4843,1,0,3.54,2,0
VCH_03489,53,29,2,0.2143,8,0.131,0.4783,0.7035,0,0,0.98,2,1
VCH_03490,38,48,1,1.0,4,0.8412,0.6197,0.1229,1,1,12.17,0,0
VCH_03491,29,57,1,1.0,10,0.4512,0.6632,0.8687,1,0,9.38,2,0
VCH_03492,49,50,2,0.2143,13,0.7315,0.7701,0.4353,0,0,5.5,1,0
VCH_03493,21,71,0,1.0,2,0.839,0.8221,0.7338,0,1,1.29,4,0
VCH_03494,42,47,0,1.0,1,0.8182,0.6129,0.441,0,0,2.06,5,0
VCH_03495,23,75,0,1.0,9,0.6681,0.7825,0.4261,0,1,0.8,0,0
VCH_03496,79,18,2,0.2143,0,0.5782,0.8218,0.4423,0,1,0.5,1,0
VCH_03497,82,12,0,1.0,0,0.6673,0.4851,0.7488,1,1,4.2,3,0
VCH_03498,31,53,1,1.0,13,0.3736,0.7534,0.7322,1,1,2.71,4,0
VCH_03499,41,44,0,1.0,0,0.7549,0.5287,0.9435,0,0,0.9,1,0
VCH_03500,60,39,1,1.0,3,0.4753,0.8187,0.486,1,0,4.6,2,0
VCH_03501,57,32,0,1.0,12,0.6521,0.2834,0.6885,1,1,7.34,7,0
VCH_03502,1,86,0,1.0,0,0.3807,0.6021,0.8145,1,1,2.01,0,0
VCH_03503,18,66,0,1.0,12,0.6778,0.3248,0.4173,1,0,1.18,4,0
VCH_03504,16,71,2,0.2143,1,0.7986,0.7665,0.8338,1,0,1.85,0,0
