voucher_id,days_since_issue,grant_type_encoded,amount_normalized,region_encoded,beneficiary_segment,day_of_week_issued,day_of_month_issued,is_payday_week,historical_avg_days_to_redeem,preferred_channel_encoded,nearby_agent_count,days_to_redeem,redemption_channel
VCH_04246,17,1,1.0,0,1,6,28,0,7.6,3,4,15,merchant_payment
VCH_04247,37,2,0.2143,1,5,3,15,0,10.51,1,3,8,cash_out
VCH_04248,29,3,0.2143,5,2,4,16,0,4.57,1,4,7,cash_out
VCH_04249,28,4,1.0,3,4,1,1,1,15.59,0,2,12,wallet
VCH_04250,4,2,0.2143,12,0,6,16,0,3.22,2,2,7,bank_transfer
VCH_04251,12,2,0.2143,6,3,2,29,0,3.31,2,4,13,bank_transfer
VCH_04252,56,1,1.0,1,4,6,29,0,3.39,2,5,4,bank_transfer
VCH_04253,41,2,0.2143,9,1,1,1,1,3.44,3,4,5,merchant_payment
VCH_04254,24,0,1.0,10,0,2,1,1,2.27,4,4,4,cash_at_till
VCH_04255,44,1,1.0,7,2,3,15,0,2.13,1,2,8,cash_out
VCH_04256,20,2,0.2143,0,3,5,29,0,4.53,0,2,4,wallet
VCH_04257,40,0,1.0,2,4,0,1,1,9.52,0,4,7,wallet
VCH_04258,48,2,0.2143,1,4,1,1,1,6.67,0,4,4,wallet
VCH_04259,11,2,0.2143,2,2,0,2,1,5.9,1,3,6,cash_out
VCH_04260,39,0,1.0,4,0,6,1,1,8.56,3,2,9,merchant_payment
VCH_04261,46,1,1.0,10,0,6,29,0,6.18,1,2,10,cash_out
VCH_04262,52,1,1.0,4,4,4,28,0,5.39,3,2,8,merchant_payment
VCH_04263,3,0,1.0,3,4,0,28,0,4.91,3,5,12,merchant_payment
VCH_04264,36,0,1.0,13,3,4,28,0,3.0,0,1,7,wallet
VCH_04265,1,1,1.0,13,5,5,15,0,4.64,0,5,8,wallet
VCH_04266,24,1,1.0,0,5,5,1,1,6.47,0,3,9,wallet
VCH_04267,36,1,1.0,4,3,0,16,0,1.95,1,2,7,cash_out
VCH_04268,18,0,1.0,13,5,5,1,1,3.08,1,4,5,cash_out
VCH_04269,32,2,0.2143,2,1,0,30,0,2.13,0,2,7,wallet
VCH_04270,17,0,1.0,13,4,4,28,0,1.76,3,3,7,merchant_payment
VCH_04271,17,2,0.2143,2,0,0,28,0,2.53,0,8,3,wallet
VCH_04272,8,2,0.2143,3,5,2,29,0,3.16,0,2,7,wallet
VCH_04273,28,1,1.0,4,4,6,1,1,10.93,4,1,10,cash_at_till
VCH_04274,4,4,1.0,1,1,1,16,0,6.26,0,3,6,wallet
VCH_04275,54,0,1.0,9,2,1,1,1,2.18,0,1,9,wallet
VCH_04276,24,2,0.2143,4,4,0,28,0,4.29,4,1,13,cash_at_till
VCH_04277,5,2,0.2143,2,5,3,2,1,4.19,0,2,3,wallet
VCH_04278,46,2,0.2143,0,3,4,28,0,5.96,1,4,7,cash_out
VCH_04279,54,1,1.0,4,0,6,15,0,5.74,2,1,8,bank_transfer
VCH_04280,11,1,1.0,13,5,4,2,1,1.23,3,1,5,merchant_payment
VCH_04281,4,0,1.0,12,5,6,28,0,5.79,3,3,9,merchant_payment
VCH_04282,9,4,1.0,3,1,0,30,0,5.12,2,4,10,bank_transfer
VCH_04283,11,3,0.2143,4,4,0,1,1,6.61,0,2,10,wallet
VCH_04284,13,0,1.0,5,5,4,2,1,3.16,0,2,6,wallet
VCH_04285,56,4,1.0,3,0,1,15,0,7.99,2,3,10,bank_transfer
VCH_04286,49,2,0.2143,6,4,1,2,1,2.82,2,4,6,bank_transfer
VCH_04287,16,1,1.0,8,2,6,30,0,6.18,1,4,8,cash_out
VCH_04288,19,2,0.2143,2,5,2,3,1,3.97,1,2,4,cash_out
VCH_04289,47,0,1.0,4,0,1,30,0,9.35,2,7,19,bank_transfer
VCH_04290,50,0,1.0,0,1,3,15,0,4.1,1,2,4,cash_out
VCH_04291,0,0,1.0,1,4,4,2,1,9.69,4,5,6,cash_at_till
VCH_04292,10,1,1.0,2,2,0,16,0,8.0,2,3,8,bank_transfer
VCH_04293,0,3,0.2143,3,2,4,1,1,5.84,1,4,9,cash_out
VCH_04294,43,0,1.0,9,4,1,1,1,6.92,2,4,9,bank_transfer
VCH_04295,38,0,1.0,4,0,3,1,1,9.07,1,3,8,cash_out
VCH_04296,53,0,1.0,10,0,1,1,1,1.63,1,2,4,cash_out
VCH_04297,31,1,1.0,12,0,0,29,0,8.16,0,6,16,wallet
VCH_04298,31,2,0.2143,8,5,0,1,1,3.68,4,2,5,cash_at_till
VCH_04299,11,3,0.2143,3,5,4,29,0,5.71,3,8,12,merchant_payment
VCH_04300,22,0,1.0,9,2,4,1,1,1.93,3,3,4,merchant_payment
VCH_04301,45,0,1.0,4,2,6,1,1,4.66,0,4,7,wallet
VCH_04302,24,1,1.0,6,1,4,28,0,7.28,0,2,11,wallet
VCH_04303,17,2,0.2143,3,5,1,16,0,2.45,0,2,7,wallet
VCH_04304,21,2,0.2143,4,1,0,15,0,2.02,2,1,7,bank_transfer
VCH_04305,34,0,1.0,10,5,1,28,0,4.55,2,2,7,bank_transfer
VCH_04306,41,0,1.0,0,4,4,3,1,2.81,2,6,2,bank_transfer
VCH_04307,27,0,1.0,13,5,5,28,0,3.15,1,4,9,cash_out
VCH_04308,2,2,0.2143,4,4,3,30,0,7.82,0,2,10,wallet
VCH_04309,39,4,1.0,0,4,4,1,1,4.36,2,3,9,bank_transfer
VCH_04310,35,4,1.0,3,5,2,1,1,1.74,0,2,11,wallet
VCH_04311,29,0,1.0,3,3,2,2,1,2.8,0,4,8,wallet
VCH_04312,5,0,1.0,0,5,3,29,0,10.2,1,2,8,cash_out
VCH_04313,20,2,0.2143,0,1,3,29,0,2.32,2,1,5,bank_transfer
VCH_04314,34,1,1.0,4,1,3,30,0,5.63,0,3,11,wallet
VCH_04315,45,2,0.2143,0,0,1,1,1,3.6,1,2,2,cash_out
VCH_04316,15,0,1.0,0,3,3,1,1,10.06,3,6,8,merchant_payment
VCH_04317,24,0,1.0,4,2,6,29,0,3.34,3,4,7,merchant_payment
VCH_04318,23,3,0.2143,4,3,3,28,0,2.94,1,2,7,cash_out
VCH_04319,21,2,0.2143,5,0,2,3,1,5.39,2,1,8,bank_transfer
VCH_04320,1,0,1.0,4,2,1,16,0,3.1,4,3,8,cash_at_till
VCH_04321,49,2,0.2143,0,0,1,2,1,3.15,2,1,5,bank_transfer
VCH_04322,14,2,0.2143,0,5,0,1,1,3.07,4,5,2,cash_at_till
VCH_04323,46,3,0.2143,0,1,2,2,1,4.7,3,2,7,merchant_payment
VCH_04324,56,4,1.0,8,4,4,15,0,8.79,1,3,10,cash_out
VCH_04325,54,3,0.2143,2,5,3,1,1,7.18,1,1,9,cash_out
VCH_04326,35,2,0.2143,0,5,6,1,1,2.88,2,1,1,bank_transfer
VCH_04327,56,2,0.2143,0,2,3,1,1,2.17,2,2,5,bank_transfer
VCH_04328,16,0,1.0,2,4,2,16,0,1.9,0,1,3,wallet
VCH_04329,49,3,0.2143,13,0,4,3,1,4.04,1,0,7,cash_out
VCH_04330,45,2,0.2143,2,2,6,28,0,4.39,2,3,5,bank_transfer
VCH_04331,36,1,1.0,10,4,3,15,0,3.91,3,2,13,merchant_payment
VCH_04332,14,0,1.0,5,0,6,1,1,2.3,1,0,6,cash_out
VCH_04333,37,2,0.2143,5,1,1,1,1,8.59,2,3,10,bank_transfer
VCH_04334,31,2,0.2143,0,4,2,2,1,7.09,3,4,4,merchant_payment
VCH_04335,24,0,1.0,2,2,2,1,1,1.51,1,2,1,cash_out
VCH_04336,45,2,0.2143,10,1,0,2,1,6.33,0,1,7,wallet
VCH_04337,22,1,1.0,5,4,1,29,0,6.51,0,2,10,wallet
VCH_04338,26,1,1.0,12,5,0,1,1,14.94,1,1,17,cash_out
VCH_04339,59,0,1.0,0,3,5,1,1,4.62,4,5,4,cash_at_till
VCH_04340,54,0,1.0,5,2,0,29,0,3.59,3,0,8,merchant_payment
VCH_04341,13,0,1.0,4,0,3,28,0,9.86,2,3,15,bank_transfer
VCH_04342,29,2,0.2143,12,3,2,28,0,7.39,4,2,10,cash_at_till
VCH_04343,28,1,1.0,5,0,6,2,1,8.11,2,3,18,bank_transfer
VCH_04344,29,2,0.2143,0,5,3,15,0,5.41,0,3,5,wallet
VCH_04345,9,0,1.0,0,2,4,28,0,1.18,0,5,6,wallet
VCH_04346,15,3,0.2143,5,3,4,29,0,6.99,0,2,10,wallet
VCH_04347,41,2,0.2143,4,3,5,2,1,5.25,2,0,6,bank_transfer
VCH_04348,41,4,1.0,5,0,3,29,0,2.79,0,0,8,wallet
VCH_04349,22,2,0.2143,2,2,4,3,1,3.04,4,6,2,cash_at_till
VCH_04350,57,0,1.0,4,2,0,2,1,2.91,0,4,6,wallet
VCH_04351,28,4,1.0,12,3,5,2,1,11.93,2,4,11,bank_transfer
VCH_04352,11,2,0.2143,10,4,1,2,1,5.61,3,8,8,merchant_payment
VCH_04353,9,0,1.0,3,5,3,1,1,4.0,1,1,5,cash_out
VCH_04354,20,2,0.2143,2,0,3,30,0,5.62,2,1,5,bank_transfer
VCH_04355,37,1,1.0,8,0,5,29,0,5.18,0,4,9,wallet
VCH_04356,25,2,0.2143,1,5,6,29,0,8.25,2,7,8,bank_transfer
VCH_04357,21,0,1.0,0,5,3,30,0,5.39,0,5,9,wallet
VCH_04358,4,0,1.0,10,0,6,16,0,4.0,0,1,7,wallet
VCH_04359,4,0,1.0,13,4,0,28,0,4.16,1,3,11,cash_out
VCH_04360,55,0,1.0,1,3,3,3,1,3.11,4,2,6,cash_at_till
VCH_04361,34,0,1.0,10,0,3,1,1,3.28,1,2,5,cash_out
VCH_04362,6,1,1.0,12,0,0,2,1,13.12,3,4,15,merchant_payment
VCH_04363,54,2,0.2143,3,5,6,28,0,2.22,2,5,7,bank_transfer
VCH_04364,30,1,1.0,0,0,3,1,1,11.95,2,4,7,bank_transfer
VCH_04365,33,2,0.2143,11,3,2,16,0,7.57,1,1,11,cash_out
VCH_04366,18,0,1.0,13,3,0,3,1,3.14,1,3,6,cash_out
VCH_04367,52,2,0.2143,8,1,0,29,0,12.65,0,1,13,wallet
VCH_04368,36,0,1.0,0,1,2,1,1,5.51,1,1,10,cash_out
VCH_04369,29,3,0.2143,3,2,6,28,0,2.6,0,2,9,wallet
VCH_04370,11,0,1.0,5,1,0,15,0,3.78,1,3,7,cash_out
VCH_04371,46,0,1.0,3,3,3,29,0,5.92,1,0,11,cash_out
VCH_04372,59,0,1.0,0,0,2,1,1,8.28,4,1,8,cash_at_till
VCH_04373,16,1,1.0,1,5,5,2,1,2.21,3,2,1,merchant_payment
VCH_04374,17,3,0.2143,1,0,2,30,0,11.67,3,3,9,merchant_payment
VCH_04375,23,2,0.2143,0,3,4,30,0,5.35,2,3,7,bank_transfer
VCH_04376,43,2,0.2143,12,0,3,1,1,3.31,3,1,6,merchant_payment
VCH_04377,35,1,1.0,9,1,2,1,1,2.14,2,5,5,bank_transfer
VCH_04378,28,2,0.2143,4,4,3,2,1,20.0,1,4,17,cash_out
VCH_04379,49,2,0.2143,0,0,2,3,1,6.8,1,3,5,cash_out
VCH_04380,36,0,1.0,13,2,6,16,0,4.87,4,2,10,cash_at_till
VCH_04381,24,1,1.0,2,4,4,2,1,6.21,2,1,9,bank_transfer
VCH_04382,25,2,0.2143,2,4,0,16,0,6.02,0,2,7,wallet
VCH_04383,44,1,1.0,9,3,3,3,1,2.01,1,2,6,cash_out
VCH_04384,55,0,1.0,0,3,2,30,0,3.39,0,3,4,wallet
VCH_04385,3,3,0.2143,0,3,0,30,0,14.22,1,1,11,cash_out
VCH_04386,22,0,1.0,0,5,0,30,0,5.87,2,2,9,bank_transfer
VCH_04387,14,0,1.0,3,1,6,1,1,1.2,2,4,5,bank_transfer
VCH_04388,50,3,0.2143,0,4,5,15,0,2.64,4,0,3,cash_at_till
VCH_04389,4,3,0.2143,10,4,6,15,0,7.49,3,4,10,merchant_payment
VCH_04390,34,1,1.0,0,4,3,15,0,4.83,1,1,4,cash_out
VCH_04391,44,0,1.0,3,3,6,2,1,1.98,0,0,5,wallet
VCH_04392,53,2,0.2143,0,5,4,1,1,3.02,4,1,4,cash_at_till
VCH_04393,27,4,1.0,7,0,3,1,1,15.94,3,4,14,merchant_payment
VCH_04394,18,3,0.2143,2,4,5,3,1,7.39,1,2,6,cash_out
VCH_04395,43,4,1.0,3,5,6,2,1,4.33,3,1,7,merchant_payment
VCH_04396,5,0,1.0,2,1,4,15,0,4.12,4,4,4,cash_at_till
VCH_04397,1,0,1.0,3,2,4,30,0,9.94,0,2,12,wallet
VCH_04398,38,0,1.0,9,1,1,1,1,1.62,0,3,5,wallet
VCH_04399,10,0,1.0,3,3,0,3,1,3.26,2,5,6,bank_transfer
VCH_04400,23,0,1.0,11,0,6,2,1,3.79,0,7,8,wallet
VCH_04401,28,0,1.0,3,4,1,1,1,3.75,2,3,7,bank_transfer
VCH_04402,16,0,1.0,1,1,5,30,0,2.04,0,2,4,wallet
VCH_04403,12,1,1.0,3,4,6,1,1,3.89,3,5,7,merchant_payment
VCH_04404,44,1,1.0,8,2,1,1,1,3.72,2,1,7,bank_transfer
VCH_04405,50,0,1.0,9,1,5,1,1,4.85,1,4,7,cash_out
VCH_04406,14,2,0.2143,5,3,2,30,0,4.32,0,0,9,wallet
VCH_04407,4,1,1.0,1,4,3,1,1,7.25,1,4,5,cash_out
VCH_04408,14,2,0.2143,5,3,2,15,0,8.22,1,2,11,cash_out
VCH_04409,56,2,0.2143,3,1,4,30,0,3.75,0,3,8,wallet
VCH_04410,36,1,1.0,10,4,1,1,1,2.59,1,4,5,cash_out
VCH_04411,27,1,1.0,4,3,6,3,1,2.65,0,0,5,wallet
VCH_04412,47,2,0.2143,10,1,5,1,1,2.18,2,2,5,bank_transfer
VCH_04413,32,2,0.2143,13,3,3,2,1,3.42,1,3,7,cash_out
VCH_04414,44,0,1.0,3,1,4,15,0,1.0,3,3,5,merchant_payment
VCH_04415,51,1,1.0,5,4,6,3,1,3.01,3,5,5,merchant_payment
VCH_04416,45,4,1.0,6,0,6,16,0,7.97,2,1,11,bank_transfer
VCH_04417,34,0,1.0,5,3,0,3,1,2.85,0,2,6,wallet
VCH_04418,8,1,1.0,6,5,2,1,1,1.99,0,1,4,wallet
VCH_04419,7,4,1.0,1,0,3,15,0,2.96,1,3,6,cash_out
VCH_04420,14,2,0.2143,2,1,1,3,1,10.07,0,3,6,wallet
VCH_04421,41,0,1.0,13,2,1,2,1,8.42,1,1,8,cash_out
VCH_04422,10,2,0.2143,8,3,0,3,1,4.11,1,1,11,cash_out
VCH_04423,19,0,1.0,1,5,1,3,1,2.2,4,1,2,cash_at_till
VCH_04424,35,0,1.0,2,4,6,3,1,8.13,4,2,7,cash_at_till
VCH_04425,56,2,0.2143,1,5,3,30,0,4.06,1,3,5,cash_out
VCH_04426,54,0,1.0,6,5,0,15,0,3.89,0,2,8,wallet
VCH_04427,6,1,1.0,0,1,4,29,0,3.91,4,1,5,cash_at_till
VCH_04428,22,3,0.2143,7,4,6,28,0,3.19,0,1,6,wallet
VCH_04429,0,2,0.2143,0,5,3,29,0,4.88,1,1,5,cash_out
VCH_04430,21,2,0.2143,3,0,3,30,0,14.15,1,6,14,cash_out
VCH_04431,52,3,0.2143,13,0,3,29,0,1.15,3,2,8,merchant_payment
VCH_04432,35,1,1.0,3,4,1,1,1,4.18,4,5,9,cash_at_till
VCH_04433,39,0,1.0,5,2,2,29,0,6.72,3,2,12,merchant_payment
VCH_04434,23,4,1.0,11,2,6,2,1,5.31,2,6,9,bank_transfer
VCH_04435,14,4,1.0,1,1,1,3,1,3.97,4,3,3,cash_at_till
VCH_04436,11,1,1.0,0,4,3,16,0,1.84,0,7,8,wallet
VCH_04437,10,2,0.2143,12,0,5,2,1,11.75,2,1,10,bank_transfer
VCH_04438,57,1,1.0,6,1,4,28,0,14.22,3,1,14,merchant_payment
VCH_04439,10,0,1.0,2,0,1,1,1,3.15,2,8,2,bank_transfer
VCH_04440,35,3,0.2143,5,1,0,2,1,5.95,1,2,8,cash_out
VCH_04441,43,0,1.0,3,2,5,2,1,6.72,3,2,7,merchant_payment
VCH_04442,32,0,1.0,13,1,4,1,1,4.54,1,3,7,cash_out
VCH_04443,43,2,0.2143,11,4,5,2,1,5.28,3,7,6,merchant_payment
VCH_04444,7,1,1.0,2,2,2,1,1,9.41,4,0,12,cash_at_till
VCH_04445,46,4,1.0,3,1,0,2,1,2.65,1,1,4,cash_out
VCH_04446,34,2,0.2143,4,2,1,1,1,11.07,3,2,9,merchant_payment
VCH_04447,34,0,1.0,5,5,6,1,1,4.78,0,3,7,wallet
VCH_04448,49,2,0.2143,4,5,1,29,0,10.13,2,4,12,bank_transfer
VCH_04449,7,2,0.2143,0,3,0,3,1,2.76,1,3,3,cash_out
VCH_04450,33,1,1.0,6,2,4,3,1,7.12,0,6,7,wallet
VCH_04451,42,3,0.2143,13,3,3,2,1,8.24,3,3,8,merchant_payment
VCH_04452,43,0,1.0,5,4,2,1,1,2.7,1,8,6,cash_out
VCH_04453,21,1,1.0,7,5,3,1,1,4.94,1,2,6,cash_out
VCH_04454,28,2,0.2143,2,5,0,29,0,11.65,0,5,9,wallet
VCH_04455,48,0,1.0,0,3,1,28,0,1.87,4,1,3,cash_at_till
VCH_04456,9,4,1.0,1,2,4,1,1,1.16,0,4,2,wallet
VCH_04457,43,0,1.0,2,2,6,28,0,5.81,2,2,6,bank_transfer
VCH_04458,37,2,0.2143,0,1,3,3,1,8.67,0,2,5,wallet
VCH_04459,5,4,1.0,0,5,5,3,1,8.04,3,1,5,merchant_payment
VCH_04460,29,3,0.2143,6,4,5,1,1,2.63,4,1,4,cash_at_till
VCH_04461,7,2,0.2143,8,1,4,2,1,2.9,2,3,7,bank_transfer
VCH_04462,30,4,1.0,10,5,1,15,0,1.63,1,2,8,cash_out
VCH_04463,36,1,1.0,10,0,4,1,1,4.42,0,4,6,wallet
VCH_04464,23,0,1.0,2,3,5,3,1,2.57,0,3,9,wallet
VCH_04465,15,4,1.0,2,4,5,1,1,3.97,1,5,2,cash_out
VCH_04466,30,3,0.2143,11,0,4,1,1,6.74,3,7,8,merchant_payment
VCH_04467,5,4,1.0,10,3,0,16,0,3.35,1,4,8,cash_out
VCH_04468,41,2,0.2143,1,5,2,1,1,4.66,2,4,5,bank_transfer
VCH_04469,44,2,0.2143,2,5,4,1,1,5.41,0,4,5,wallet
VCH_04470,7,2,0.2143,2,4,3,29,0,5.75,3,2,6,merchant_payment
VCH_04471,19,0,1.0,10,4,5,1,1,3.85,2,7,7,bank_transfer
VCH_04472,39,2,0.2143,13,4,3,29,0,2.74,1,5,11,cash_out
VCH_04473,31,2,0.2143,10,4,1,2,1,4.97,0,3,12,wallet
VCH_04474,13,0,1.0,1,2,5,1,1,6.77,4,3,4,cash_at_till
VCH_04475,16,3,0.2143,5,5,2,2,1,2.21,0,5,4,wallet
VCH_04476,32,1,1.0,1,5,5,15,0,2.62,0,2,4,wallet
VCH_04477,28,3,0.2143,4,3,1,16,0,7.03,0,2,11,wallet
VCH_04478,47,1,1.0,2,3,2,3,1,2.73,2,2,2,bank_transfer
VCH_04479,11,2,0.2143,11,2,5,30,0,2.26,1,2,7,cash_out
VCH_04480,53,2,0.2143,8,1,5,28,0,6.05,1,1,9,cash_out
VCH_04481,39,0,1.0,0,0,5,2,1,5.51,1,2,4,cash_out
VCH_04482,12,2,0.2143,4,2,0,2,1,4.2,0,1,8,wallet
VCH_04483,11,2,0.2143,11,2,0,2,1,5.31,4,0,7,cash_at_till
VCH_04484,49,0,1.0,11,3,4,28,0,2.56,3,4,11,merchant_payment
VCH_04485,36,1,1.0,0,5,2,1,1,5.25,0,2,9,wallet
VCH_04486,21,0,1.0,3,4,0,1,1,5.79,2,4,14,bank_transfer
VCH_04487,26,0,1.0,3,3,3,1,1,3.58,1,1,6,cash_out
VCH_04488,55,0,1.0,10,4,3,2,1,3.17,3,1,6,merchant_payment
VCH_04489,3,3,0.2143,9,3,2,1,1,13.85,3,2,14,merchant_payment
VCH_04490,36,1,1.0,5,0,5,15,0,2.58,2,0,12,bank_transfer
VCH_04491,58,0,1.0,11,0,2,30,0,1.53,2,2,9,bank_transfer
VCH_04492,53,2,0.2143,9,2,6,1,1,4.36,1,3,10,cash_out
VCH_04493,19,0,1.0,5,1,6,1,1,2.89,0,1,4,wallet
VCH_04494,58,3,0.2143,0,3,1,30,0,5.03,0,2,6,wallet
VCH_04495,6,0,1.0,0,1,5,3,1,4.27,2,5,5,bank_transfer
VCH_04496,54,4,1.0,4,4,2,1,1,3.51,0,5,6,wallet
VCH_04497,33,0,1.0,2,2,5,1,1,5.5,4,5,4,cash_at_till
VCH_04498,0,0,1.0,1,1,1,1,1,9.59,3,3,7,merchant_payment
VCH_04499,46,0,1.0,3,5,5,15,0,3.43,1,1,7,cash_out
VCH_04500,26,1,1.0,13,1,4,3,1,4.12,3,3,6,merchant_payment
VCH_04501,5,0,1.0,10,1,3,29,0,4.82,0,3,9,wallet
VCH_04502,29,4,1.0,5,3,1,28,0,7.93,0,3,10,wallet
VCH_04503,30,2,0.2143,0,2,2,1,1,6.47,1,3,5,cash_out
VCH_04504,42,0,1.0,0,3,6,15,0,5.59,0,5,5,wallet
VCH_04505,53,0,1.0,4,5,3,15,0,2.4,0,3,6,wallet
VCH_04506,37,2,0.2143,13,2,2,28,0,10.61,1,4,19,cash_out
VCH_04507,34,3,0.2143,12,2,0,29,0,2.19,2,2,9,bank_transfer
VCH_04508,35,1,1.0,5,5,6,2,1,2.71,0,6,5,wallet
VCH_04509,29,3,0.2143,3,2,5,2,1,3.38,3,3,5,merchant_payment
VCH_04510,21,3,0.2143,7,3,1,15,0,2.28,0,2,10,wallet
VCH_04511,44,0,1.0,4,1,3,15,0,7.97,3,2,10,merchant_payment
VCH_04512,0,2,0.2143,4,0,6,1,1,2.75,3,2,4,merchant_payment
VCH_04513,40,1,1.0,5,1,1,1,1,8.66,4,6,8,cash_at_till
VCH_04514,43,2,0.2143,6,5,1,2,1,2.78,2,5,4,bank_transfer
VCH_04515,24,2,0.2143,1,1,2,30,0,2.17,4,3,5,cash_at_till
VCH_04516,52,0,1.0,0,4,2,15,0,2.1,0,3,4,wallet
VCH_04517,17,2,0.2143,6,5,1,29,0,2.86,0,1,8,wallet
VCH_04518,34,2,0.2143,4,3,0,28,0,5.24,1,2,12,cash_out
VCH_04519,54,1,1.0,5,2,0,2,1,3.49,1,5,5,cash_out
VCH_04520,6,4,1.0,4,1,5,2,1,4.59,1,2,5,cash_out
VCH_04521,24,0,1.0,3,2,6,29,0,1.29,4,3,12,cash_at_till
VCH_04522,5,0,1.0,2,4,2,1,1,3.09,0,4,2,wallet
VCH_04523,50,1,1.0,2,1,1,1,1,19.07,2,4,13,bank_transfer
VCH_04524,12,0,1.0,5,4,3,30,0,5.03,0,3,8,wallet
VCH_04525,53,1,1.0,13,4,2,1,1,2.22,1,1,7,cash_out
VCH_04526,41,0,1.0,11,1,4,1,1,5.71,2,1,7,bank_transfer
VCH_04527,1,0,1.0,6,3,3,2,1,10.26,0,5,10,wallet
VCH_04528,51,0,1.0,0,5,5,1,1,1.0,1,2,3,cash_out
VCH_04529,49,3,0.2143,13,4,5,1,1,14.6,0,2,14,wallet
VCH_04530,14,2,0.2143,10,4,5,15,0,7.13,1,4,11,cash_out
VCH_04531,3,0,1.0,6,4,3,2,1,7.67,2,1,10,bank_transfer
VCH_04532,33,1,1.0,9,4,6,1,1,5.52,0,1,8,wallet
VCH_04533,4,4,1.0,5,0,3,1,1,3.58,3,5,7,merchant_payment
VCH_04534,12,3,0.2143,0,2,4,2,1,5.81,0,2,13,wallet
VCH_04535,50,2,0.2143,2,1,4,30,0,2.76,1,3,12,cash_out
VCH_04536,42,0,1.0,4,1,6,1,1,4.81,1,0,5,cash_out
VCH_04537,37,1,1.0,9,2,6,1,1,1.75,2,3,4,bank_transfer
VCH_04538,38,0,1.0,8,4,5,1,1,6.03,1,2,7,cash_out
VCH_04539,58,0,1.0,10,4,5,1,1,2.17,0,3,4,wallet
VCH_04540,41,3,0.2143,12,1,4,30,0,6.17,3,3,9,merchant_payment
VCH_04541,31,2,0.2143,2,4,3,30,0,2.76,1,5,6,cash_out
VCH_04542,6,2,0.2143,2,4,5,15,0,9.2,3,3,8,merchant_payment
VCH_04543,27,0,1.0,13,0,6,1,1,3.17,2,4,5,bank_transfer
VCH_04544,46,0,1.0,9,0,6,1,1,8.61,0,4,8,wallet
VCH_04545,14,4,1.0,5,2,3,29,0,5.76,1,2,14,cash_out
VCH_04546,12,0,1.0,10,0,2,29,0,6.78,3,4,12,merchant_payment
VCH_04547,6,1,1.0,10,3,1,16,0,2.15,2,2,6,bank_transfer
VCH_04548,49,4,1.0,7,5,5,15,0,5.19,1,2,10,cash_out
VCH_04549,9,0,1.0,2,1,1,1,1,4.28,0,1,5,wallet
VCH_04550,1,4,1.0,6,0,4,2,1,3.72,3,2,6,merchant_payment
VCH_04551,29,0,1.0,8,5,1,1,1,3.92,1,4,7,cash_out
VCH_04552,58,2,0.2143,1,3,2,15,0,2.13,0,1,3,wallet
VCH_04553,54,1,1.0,6,3,1,15,0,3.61,2,2,9,bank_transfer
VCH_04554,52,1,1.0,2,5,2,16,0,12.56,1,1,9,cash_out
VCH_04555,14,3,0.2143,11,5,3,1,1,3.07,1,9,5,cash_out
VCH_04556,29,0,1.0,4,0,5,29,0,6.72,0,2,11,wallet
VCH_04557,59,0,1.0,11,5,0,3,1,8.91,4,2,9,cash_at_till
VCH_04558,30,0,1.0,11,2,2,2,1,5.39,3,7,7,merchant_payment
VCH_04559,56,0,1.0,5,2,6,16,0,6.74,2,2,11,bank_transfer
VCH_04560,1,1,1.0,4,1,5,1,1,6.57,1,5,10,cash_out
VCH_04561,33,1,1.0,2,4,3,28,0,7.91,1,4,8,cash_out
VCH_04562,21,3,0.2143,0,3,0,30,0,2.03,1,3,6,cash_out
VCH_04563,30,1,1.0,7,0,1,30,0,5.4,1,5,10,cash_out
VCH_04564,4,1,1.0,6,1,6,3,1,3.55,4,2,5,cash_at_till
VCH_04565,29,1,1.0,10,2,1,2,1,4.77,3,4,11,merchant_payment
VCH_04566,25,0,1.0,0,1,6,1,1,6.65,3,2,6,merchant_payment
VCH_04567,9,2,0.2143,1,3,2,3,1,1.27,0,1,0,wallet
VCH_04568,47,4,1.0,0,4,6,1,1,2.86,1,1,12,cash_out
VCH_04569,25,1,1.0,0,5,1,16,0,7.34,1,2,6,cash_out
VCH_04570,36,1,1.0,0,4,4,1,1,4.41,0,1,2,wallet
VCH_04571,52,2,0.2143,10,0,6,15,0,1.94,1,2,7,cash_out
VCH_04572,19,0,1.0,3,4,1,28,0,3.58,2,4,8,bank_transfer
VCH_04573,25,1,1.0,10,1,6,28,0,4.34,2,4,9,bank_transfer
VCH_04574,20,1,1.0,7,0,3,1,1,3.92,0,2,6,wallet
VCH_04575,59,0,1.0,4,5,5,28,0,3.45,2,4,8,bank_transfer
VCH_04576,53,1,1.0,6,4,1,1,1,1.74,0,4,4,wallet
VCH_04577,0,1,1.0,12,1,5,28,0,9.96,0,4,11,wallet
VCH_04578,3,0,1.0,0,2,1,1,1,4.0,1,2,4,cash_out
VCH_04579,26,2,0.2143,10,2,5,28,0,3.65,0,2,7,wallet
VCH_04580,1,1,1.0,2,5,6,1,1,3.3,0,3,2,wallet
VCH_04581,7,0,1.0,3,2,3,1,1,6.4,0,2,7,wallet
VCH_04582,36,2,0.2143,1,2,2,1,1,2.32,4,3,4,cash_at_till
VCH_04583,25,2,0.2143,5,3,6,1,1,10.44,1,3,12,cash_out
