user_id,has_used_send_money,has_used_bill_pay,has_used_savings,has_used_groups,has_used_qr_pay,has_used_ussd,has_used_cashback,session_count_30d,avg_session_duration_min,channel_diversity,features_used_count,onboarding_stage,days_since_first_use,tx_count_30d,adoption_tier
USR_03242,1,1,1,0,1,0,0,18,5.54,2,4,4,454,15,Power
USR_03243,1,0,0,0,1,0,0,11,2.95,1,2,3,81,10,Active
USR_03244,1,0,0,0,0,0,1,1,1.61,1,2,2,406,0,Basic
USR_03245,0,0,0,0,0,0,0,10,4.42,1,0,3,497,11,Active
USR_03246,1,1,0,0,1,0,0,17,4.86,2,3,4,110,12,Power
USR_03247,1,0,0,0,0,0,1,4,1.47,1,2,2,90,5,Basic
USR_03248,1,1,1,0,0,1,0,20,8.29,3,4,4,57,17,Champion
USR_03249,0,1,0,0,1,0,0,13,4.82,1,2,3,365,8,Active
USR_03250,1,1,0,1,0,1,0,12,5.03,3,4,3,98,8,Power
USR_03251,1,0,0,0,1,1,1,10,2.51,3,4,3,19,8,Active
USR_03252,1,0,0,1,0,0,0,22,6.07,1,2,4,367,18,Power
USR_03253,0,0,0,0,0,1,0,3,7.46,2,1,2,216,2,Basic
USR_03254,1,1,1,0,0,1,0,9,6.23,3,4,3,489,7,Active
USR_03255,1,0,0,0,1,0,0,7,7.34,1,2,3,320,6,Active
USR_03256,0,0,1,0,0,1,0,6,1.53,2,2,2,376,4,Basic
USR_03257,0,0,0,0,1,0,0,5,8.18,1,1,2,407,5,Basic
USR_03258,1,0,0,0,1,0,1,22,5.64,2,3,4,210,16,Power
USR_03259,0,1,1,0,1,0,0,11,3.01,2,3,3,297,9,Active
USR_03260,1,0,0,0,0,0,1,2,1.85,1,2,2,418,2,Basic
USR_03261,0,1,1,0,0,0,1,20,12.96,2,3,4,419,13,Power
USR_03262,0,0,0,0,0,1,1,10,2.58,2,2,3,175,5,Active
USR_03263,0,1,0,0,0,0,0,7,2.74,1,1,2,170,5,Basic
USR_03264,1,1,0,0,1,0,1,12,3.01,2,4,3,304,9,Active
USR_03265,1,1,0,0,0,0,1,5,2.47,2,3,2,472,4,Basic
USR_03266,0,0,0,1,0,0,0,8,1.99,1,1,3,231,6,Basic
USR_03267,0,0,0,0,0,0,0,19,4.56,1,0,4,457,11,Active
USR_03268,1,0,0,0,0,1,0,17,4.94,2,2,4,118,11,Power
USR_03269,1,1,1,0,1,0,0,18,10.32,2,4,4,166,11,Power
USR_03270,1,0,1,0,0,1,0,30,7.78,3,3,4,285,17,Champion
USR_03271,1,1,0,0,1,0,1,5,4.39,2,4,2,321,3,Active
USR_03272,1,1,0,0,0,0,0,14,4.47,1,2,3,416,12,Active
USR_03273,0,0,0,0,0,0,0,4,1.78,1,0,2,240,1,Dormant
USR_03274,1,0,0,0,0,0,1,5,2.55,1,2,2,383,4,Basic
USR_03275,0,0,0,0,0,0,0,2,0.55,1,0,2,489,3,Dormant
USR_03276,1,0,0,1,0,1,0,22,6.59,3,3,4,67,13,Power
USR_03277,0,0,0,0,0,1,1,7,4.56,2,2,2,220,4,Active
USR_03278,1,0,1,0,0,0,1,17,6.93,2,3,4,44,11,Power
USR_03279,1,0,1,1,1,0,1,19,5.83,2,5,4,127,12,Power
USR_03280,1,0,0,1,0,0,0,17,5.62,1,2,4,380,10,Active
USR_03281,1,0,0,0,0,1,1,20,4.74,3,3,4,390,12,Power
USR_03282,0,1,0,0,0,0,0,13,6.09,1,1,3,133,10,Active
USR_03283,0,0,0,0,0,0,1,9,7.39,1,1,3,168,6,Active
USR_03284,1,1,0,0,0,1,0,13,4.62,3,3,3,117,9,Power
USR_03285,0,1,0,0,1,0,0,11,3.49,1,2,3,333,7,Active
USR_03286,0,0,1,0,0,1,0,7,1.4,2,2,2,439,5,Basic
USR_03287,1,1,0,0,0,0,1,27,7.48,2,3,4,32,13,Power
USR_03288,0,0,1,0,1,0,0,6,2.58,1,2,2,389,5,Basic
USR_03289,1,0,0,1,0,0,0,18,4.66,1,2,4,134,12,Power
USR_03290,1,0,1,0,1,0,1,24,11.71,2,4,4,124,18,Champion
USR_03291,1,1,0,1,1,0,0,8,1.79,2,4,2,160,6,Active
USR_03292,1,1,0,1,1,0,1,17,7.45,2,5,4,50,11,Power
USR_03293,0,0,0,0,0,1,0,10,2.39,2,1,2,310,5,Basic
USR_03294,1,0,1,1,0,1,1,18,6.24,3,5,4,434,14,Power
USR_03295,1,1,0,0,1,0,0,11,3.9,2,3,3,165,8,Active
USR_03296,1,0,0,0,1,1,1,21,8.46,3,4,4,187,18,Champion
USR_03297,1,0,0,0,1,0,0,15,6.61,1,2,3,191,10,Active
USR_03298,0,1,0,1,1,0,1,14,4.24,2,4,3,100,10,Power
USR_03299,1,1,1,1,1,1,0,10,6.67,3,6,3,51,6,Power
USR_03300,0,0,0,0,0,0,0,5,5.15,1,0,2,41,2,Basic
USR_03301,0,1,0,1,1,1,0,8,3.09,3,4,3,125,5,Active
USR_03302,0,1,1,0,0,0,0,5,2.92,1,2,2,72,2,Basic
USR_03303,1,0,0,0,0,0,0,7,1.91,1,1,2,156,5,Basic
USR_03304,1,0,0,1,0,0,0,13,4.5,1,2,3,426,6,Active
USR_03305,0,0,1,0,0,1,0,17,10.16,2,2,4,144,12,Power
USR_03306,1,0,1,0,0,0,1,18,9.83,2,3,3,450,9,Power
USR_03307,1,0,1,0,1,0,0,7,3.43,2,3,3,321,7,Active
USR_03308,0,0,0,1,0,0,0,12,3.87,1,1,3,168,9,Active
USR_03309,0,0,1,0,0,0,1,2,2.34,1,2,2,242,0,Basic
USR_03310,1,1,1,0,1,0,1,23,7.61,2,5,4,254,17,Champion
USR_03311,0,1,0,0,0,1,0,12,3.91,2,2,3,235,11,Active
USR_03312,1,1,0,0,1,0,0,7,4.13,2,3,3,102,7,Active
USR_03313,1,1,1,0,1,1,1,11,3.87,3,6,3,22,9,Power
USR_03314,0,0,0,0,0,0,1,12,3.81,1,1,3,455,5,Active
USR_03315,1,1,0,0,0,1,1,18,5.08,3,4,4,300,12,Power
USR_03316,1,0,1,0,1,0,0,21,8.51,2,3,4,89,15,Power
USR_03317,1,1,0,0,0,0,0,13,3.8,1,2,3,101,8,Active
USR_03318,0,1,1,0,1,1,1,13,4.61,3,5,3,121,12,Power
USR_03319,1,0,1,0,0,1,0,7,2.67,3,3,3,119,8,Active
USR_03320,1,1,0,0,0,0,1,11,4.27,2,3,3,49,9,Active
USR_03321,0,0,0,0,0,0,0,7,4.25,1,0,2,126,3,Basic
USR_03322,0,0,0,1,1,1,0,17,5.38,3,3,3,495,9,Power
USR_03323,0,0,0,0,0,1,1,17,5.8,2,2,3,289,11,Power
USR_03324,1,1,1,0,0,0,1,15,4.78,2,4,3,154,9,Power
USR_03325,1,0,0,0,1,0,0,8,5.67,1,2,2,17,5,Active
USR_03326,1,0,0,1,0,0,0,22,7.74,1,2,4,254,18,Power
USR_03327,0,0,0,0,0,0,0,6,2.08,1,0,3,77,5,Basic
USR_03328,1,1,0,0,1,0,1,18,5.99,2,4,4,364,13,Power
USR_03329,0,0,1,0,1,0,0,9,2.32,1,2,2,287,4,Basic
USR_03330,1,1,0,1,0,0,0,18,8.7,2,3,4,37,13,Power
USR_03331,1,0,0,0,0,1,0,2,3.83,2,2,2,320,3,Basic
USR_03332,0,0,1,0,1,1,0,19,5.04,3,3,4,409,10,Power
USR_03333,1,1,0,1,0,1,1,14,5.7,3,5,3,204,13,Power
USR_03334,0,1,1,0,0,1,0,9,5.03,3,3,3,452,7,Active
USR_03335,1,1,1,0,1,0,0,18,5.24,2,4,4,217,13,Power
USR_03336,0,0,0,0,0,1,1,6,2.34,2,2,3,167,5,Active
USR_03337,0,1,1,0,1,0,0,20,5.86,2,3,4,311,14,Power
USR_03338,1,0,0,0,0,1,0,10,3.03,2,2,3,192,9,Active
USR_03339,0,0,0,0,0,0,0,7,2.25,1,0,3,165,6,Basic
USR_03340,0,0,1,1,1,1,0,13,4.38,3,4,3,40,8,Power
USR_03341,1,1,1,0,0,1,0,25,6.21,3,4,4,165,19,Champion
USR_03342,0,1,0,0,0,1,0,23,5.68,2,2,4,132,16,Power
USR_03343,0,1,0,0,0,0,1,11,3.05,1,2,3,285,7,Active
USR_03344,1,0,1,0,0,0,0,7,2.81,1,2,3,9,8,Active
USR_03345,1,0,0,0,0,0,0,8,2.49,1,1,3,470,6,Basic
USR_03346,1,1,0,0,1,0,1,12,6.1,2,4,3,200,8,Active
USR_03347,0,0,0,0,0,0,1,11,3.11,1,1,3,329,6,Active
USR_03348,1,0,0,0,0,1,1,14,6.03,3,3,3,191,10,Power
USR_03349,0,0,1,0,0,1,0,4,1.35,2,2,2,406,3,Basic
USR_03350,0,0,0,0,0,1,0,7,1.4,2,1,2,187,3,Basic
USR_03351,1,1,0,0,0,0,0,18,4.82,1,2,4,412,13,Power
USR_03352,0,1,0,0,1,0,1,10,3.99,2,3,3,75,6,Active
USR_03353,0,0,0,0,0,0,0,9,2.71,1,0,3,408,7,Basic
USR_03354,0,1,1,0,0,0,0,10,7.16,1,2,3,97,7,Active
USR_03355,0,0,0,1,0,1,0,22,6.81,2,2,4,214,16,Power
USR_03356,0,1,1,1,1,1,1,29,9.1,3,6,4,397,23,Champion
USR_03357,1,0,0,0,1,0,1,15,7.91,2,3,3,475,10,Power
USR_03358,0,1,0,0,0,1,1,8,4.36,3,3,3,422,8,Active
USR_03359,0,0,0,0,0,0,1,22,9.04,1,1,4,462,14,Power
USR_03360,1,0,0,0,1,0,1,24,8.44,2,3,4,462,20,Champion
USR_03361,1,1,0,0,1,0,0,9,5.01,2,3,3,261,8,Active
USR_03362,0,0,0,1,0,0,0,2,0.54,1,1,2,170,5,Basic
USR_03363,0,0,1,0,0,0,0,6,5.45,1,1,2,118,3,Basic
USR_03364,0,1,0,1,0,0,0,15,5.28,1,2,3,55,12,Active
USR_03365,0,0,0,0,1,0,0,16,3.51,1,1,3,308,9,Active
USR_03366,1,0,0,0,1,0,1,16,3.93,2,3,3,26,9,Active
USR_03367,0,1,1,0,1,0,0,20,6.87,2,3,4,140,16,Power
USR_03368,1,1,0,0,0,1,1,8,3.39,3,4,3,26,7,Active
USR_03369,0,0,0,1,0,0,0,4,1.56,1,1,2,298,4,Basic
USR_03370,1,0,0,0,0,0,0,9,2.16,1,1,2,202,5,Basic
USR_03371,0,0,0,1,1,0,1,24,10.37,2,3,4,297,17,Champion
USR_03372,1,0,1,0,0,1,0,19,8.96,3,3,4,259,12,Power
USR_03373,0,0,1,1,0,0,1,20,4.98,2,3,4,76,14,Power
USR_03374,1,1,0,0,0,0,0,14,3.27,1,2,3,337,6,Active
USR_03375,1,0,0,0,0,0,1,22,6.05,1,2,4,74,13,Power
USR_03376,1,1,0,0,0,0,1,17,11.41,2,3,4,412,11,Power
USR_03377,1,0,1,1,1,0,0,25,6.52,2,4,4,426,17,Champion
USR_03378,0,1,1,1,0,1,0,17,4.17,3,4,4,327,11,Power
USR_03379,0,0,0,0,0,1,0,1,4.29,2,1,2,385,2,Basic
USR_03380,1,1,0,0,0,0,1,15,4.16,2,3,3,22,10,Active
USR_03381,0,1,0,0,0,0,1,13,5.93,1,2,3,64,10,Active
USR_03382,1,1,0,0,1,1,1,25,8.22,3,5,4,401,19,Champion
USR_03383,1,1,0,0,0,1,0,14,5.22,3,3,3,452,9,Power
USR_03384,0,1,0,0,1,1,0,25,7.76,3,3,4,333,16,Champion
USR_03385,0,0,0,1,1,0,1,22,10.24,2,3,4,398,16,Champion
USR_03386,1,1,1,0,1,0,0,10,6.91,2,4,3,412,8,Active
USR_03387,0,1,1,0,0,0,1,11,3.43,2,3,3,125,7,Active
USR_03388,1,0,1,1,1,1,0,22,5.83,3,5,4,146,15,Champion
USR_03389,1,1,0,1,0,0,0,29,8.25,2,3,4,287,19,Champion
USR_03390,0,0,0,0,1,0,0,10,3.56,1,1,3,483,6,Active
USR_03391,0,0,0,0,0,1,1,18,8.94,2,2,4,96,16,Power
USR_03392,0,0,0,0,1,1,0,8,5.99,2,2,2,386,5,Active
USR_03393,0,1,0,0,0,0,0,11,6.6,1,1,3,152,5,Active
USR_03394,0,0,0,1,0,1,0,12,3.17,2,2,3,400,7,Active
USR_03395,1,1,1,0,1,0,0,3,1.27,2,4,2,91,3,Basic
USR_03396,1,1,0,0,0,0,0,24,6.47,1,2,4,463,17,Power
USR_03397,0,0,0,0,1,1,0,5,0.89,2,2,2,39,4,Basic
USR_03398,1,1,0,1,0,0,0,22,7.4,2,3,4,51,14,Power
USR_03399,1,0,1,0,1,0,0,10,3.24,2,3,3,258,7,Active
USR_03400,1,0,0,1,1,1,0,16,5.26,3,4,3,241,9,Power
USR_03401,1,0,0,0,1,0,0,20,4.77,1,2,4,89,14,Power
USR_03402,0,0,0,0,0,1,0,10,2.65,2,1,3,192,6,Active
USR_03403,0,1,0,0,1,0,0,18,7.54,1,2,4,340,11,Power
USR_03404,1,0,1,0,0,0,1,17,4.64,2,3,4,435,10,Power
USR_03405,0,1,0,0,1,0,0,9,4.28,1,2,3,352,9,Active
USR_03406,0,0,0,1,0,0,0,22,6.93,1,1,4,388,16,Power
USR_03407,1,1,0,0,1,1,0,15,4.14,3,4,4,109,16,Power
USR_03408,0,1,0,0,1,1,0,3,1.35,3,3,2,482,4,Basic
USR_03409,0,0,0,1,0,0,1,8,1.74,1,2,2,88,4,Basic
USR_03410,1,0,1,1,0,1,1,17,5.94,3,5,4,256,12,Power
USR_03411,0,0,0,0,0,0,0,14,2.82,1,0,3,128,8,Active
USR_03412,1,1,0,0,0,1,1,14,8.33,3,4,3,222,10,Power
USR_03413,1,1,0,0,1,0,0,11,4.16,2,3,3,341,7,Active
USR_03414,1,0,0,0,0,0,0,12,5.23,1,1,3,201,8,Active
USR_03415,1,0,0,0,1,0,0,19,4.6,1,2,4,182,11,Power
USR_03416,0,1,0,0,0,0,1,21,7.96,1,2,4,77,17,Power
USR_03417,0,1,1,0,1,0,1,19,6.05,2,4,4,174,15,Power
USR_03418,1,0,0,0,0,0,0,18,6.43,1,1,4,155,14,Power
USR_03419,0,0,0,0,0,0,1,11,4.75,1,1,3,192,8,Active
USR_03420,0,0,1,0,0,0,0,1,2.46,1,1,2,10,3,Basic
USR_03421,0,0,0,0,0,0,0,3,3.51,1,0,2,156,3,Basic
USR_03422,1,1,0,0,0,0,0,24,6.28,1,2,4,75,20,Power
USR_03423,1,0,1,0,0,0,1,6,7.54,2,3,2,346,4,Active
USR_03424,0,1,0,0,1,0,0,7,5.41,1,2,3,497,7,Active
USR_03425,1,0,0,0,1,0,1,10,4.03,2,3,3,469,6,Active
USR_03426,1,0,0,0,1,1,0,19,5.17,3,3,4,376,13,Power
USR_03427,0,1,1,0,0,0,0,6,6.38,1,2,3,481,4,Active
USR_03428,1,0,0,1,0,1,0,24,10.49,3,3,4,52,17,Champion
USR_03429,0,1,0,0,0,1,0,7,3.49,2,2,2,257,2,Basic
USR_03430,1,0,1,1,0,0,0,19,5.75,2,3,4,382,13,Power
USR_03431,1,1,0,0,0,0,0,18,5.11,1,2,4,429,12,Power
USR_03432,0,0,0,0,0,1,0,13,3.51,2,1,3,180,9,Active
USR_03433,0,0,1,0,0,0,0,24,6.35,1,1,4,226,15,Power
USR_03434,0,1,0,0,0,0,0,1,6.58,1,1,2,262,4,Basic
USR_03435,0,1,0,0,0,0,0,10,7.1,1,1,3,152,8,Active
USR_03436,0,0,0,0,0,1,0,16,4.77,2,1,3,453,10,Active
USR_03437,0,1,0,1,0,0,0,11,4.17,1,2,3,53,7,Active
USR_03438,1,1,0,1,0,1,0,25,6.96,3,4,4,240,19,Champion
USR_03439,0,1,1,0,1,0,0,14,6.19,2,3,3,22,11,Power
USR_03440,0,1,0,0,0,0,1,11,3.85,1,2,3,175,11,Active
USR_03441,1,1,0,0,0,0,0,5,1.52,1,2,2,290,3,Basic
USR_03442,0,1,0,0,0,1,0,6,4.01,2,2,2,36,4,Basic
USR_03443,1,0,0,0,1,0,1,13,3.89,2,3,3,349,6,Active
USR_03444,1,1,1,0,0,0,0,10,5.68,2,3,3,151,8,Active
USR_03445,0,0,1,0,0,1,0,16,12.45,2,2,4,417,15,Power
USR_03446,1,0,0,0,0,0,0,17,6.84,1,1,4,371,12,Power
USR_03447,0,0,0,0,1,0,0,8,6.26,1,1,2,31,5,Basic
USR_03448,1,0,0,0,0,1,1,21,5.65,3,3,4,172,13,Power
USR_03449,1,0,0,0,0,0,1,17,4.63,1,2,4,286,14,Power
USR_03450,0,1,0,0,1,0,1,7,2.12,2,3,3,350,5,Active
USR_03451,1,0,0,0,0,1,0,14,5.14,2,2,3,330,8,Active
USR_03452,0,0,0,0,0,0,0,7,2.92,1,0,3,489,8,Basic
USR_03453,0,1,0,0,0,0,0,14,3.81,1,1,3,282,10,Active
USR_03454,0,0,0,0,0,0,1,12,5.22,1,1,3,462,9,Active
USR_03455,1,0,0,1,0,0,0,9,3.07,1,2,3,336,7,Active
USR_03456,0,0,1,0,1,1,0,19,5.64,3,3,4,439,16,Power
USR_03457,1,0,1,0,1,1,0,4,2.21,3,4,2,441,5,Active
USR_03458,1,0,1,1,0,0,1,14,4.78,2,4,3,308,9,Power
USR_03459,0,0,0,0,0,1,0,4,1.35,2,1,2,319,5,Basic
USR_03460,0,0,0,1,0,1,0,4,2.28,2,2,2,135,4,Basic
USR_03461,1,1,1,0,1,1,1,15,3.55,3,6,3,426,9,Power
USR_03462,0,1,0,0,0,0,0,8,13.97,1,1,3,353,8,Active
USR_03463,1,1,0,0,0,0,0,5,5.42,1,2,2,446,1,Basic
USR_03464,1,1,1,0,0,0,0,10,3.58,2,3,3,337,4,Active
USR_03465,0,1,0,1,0,0,0,14,3.47,1,2,3,160,7,Active
USR_03466,1,0,0,0,0,0,0,9,3.79,1,1,3,304,6,Active
USR_03467,0,0,0,0,1,0,0,18,5.73,1,1,4,321,14,Power
USR_03468,0,1,1,1,1,0,0,4,3.37,2,4,2,388,7,Active
USR_03469,0,0,0,0,0,1,0,11,8.69,2,1,3,189,5,Active
USR_03470,1,1,0,0,1,1,0,28,7.67,3,4,4,255,21,Champion
USR_03471,0,1,0,0,0,0,1,15,7.01,1,2,3,87,8,Active
USR_03472,1,1,1,0,0,0,0,11,3.7,2,3,3,293,7,Active
USR_03473,0,1,0,1,1,0,1,20,6.52,2,4,4,459,16,Power
USR_03474,0,0,0,0,0,1,0,4,4.81,2,1,2,430,4,Basic
USR_03475,0,0,0,0,0,0,0,5,4.76,1,0,2,198,3,Basic
USR_03476,1,0,0,0,0,0,0,21,8.82,1,1,4,78,16,Power
USR_03477,0,0,1,0,0,0,0,18,5.86,1,1,3,487,13,Active
USR_03478,1,1,1,0,0,0,0,5,2.52,2,3,2,220,2,Basic
USR_03479,1,0,1,0,1,0,1,24,8.92,2,4,4,217,19,Champion
USR_03480,1,0,0,0,0,0,0,16,5.07,1,1,3,34,10,Active
USR_03481,0,1,0,0,0,0,0,4,3.43,1,1,2,365,5,Basic
USR_03482,1,0,1,0,1,0,0,7,2.71,2,3,2,58,3,Active
USR_03483,0,0,0,1,0,0,0,8,13.47,1,1,3,333,6,Active
USR_03484,0,0,0,0,0,0,1,8,5.14,1,1,2,202,3,Basic
USR_03485,1,0,0,0,0,1,0,9,3.2,2,2,3,251,5,Active
USR_03486,0,1,0,0,0,0,0,9,4.35,1,1,2,80,5,Basic
USR_03487,0,0,1,1,0,0,0,22,8.78,1,2,4,448,16,Power
USR_03488,0,1,1,0,0,1,0,6,7.49,3,3,2,352,5,Active
USR_03489,1,0,1,0,0,0,0,9,3.43,1,2,2,476,3,Basic
USR_03490,1,0,0,0,0,1,0,24,10.55,2,2,4,386,16,Champion
USR_03491,1,1,0,0,0,1,1,10,2.4,3,4,3,225,7,Active
USR_03492,1,1,0,0,0,1,1,30,11.86,3,4,4,328,20,Champion
USR_03493,0,1,1,0,1,1,0,18,4.87,3,4,4,422,14,Power
USR_03494,1,0,1,1,0,1,1,26,5.97,3,5,4,495,14,Champion
USR_03495,1,1,1,0,0,0,0,26,9.99,2,3,4,69,20,Champion
USR_03496,0,0,1,0,0,0,0,4,10.35,1,1,2,15,2,Basic
USR_03497,1,1,1,1,0,0,1,29,9.81,2,5,4,437,19,Champion
USR_03498,0,0,0,0,0,0,0,4,1.01,1,0,2,142,2,Dormant
USR_03499,0,1,1,1,0,1,0,14,4.2,3,4,3,206,7,Power
USR_03500,0,0,0,1,0,0,0,6,2.25,1,1,2,291,3,Basic
USR_03501,1,0,1,1,0,1,0,27,7.98,3,4,4,208,20,Champion
USR_03502,1,0,0,0,0,0,1,14,4.53,1,2,3,119,11,Active
USR_03503,1,1,1,0,0,0,0,15,3.77,2,3,3,280,9,Active
USR_03504,0,0,0,0,0,0,1,9,1.88,1,1,2,289,8,Basic
USR_03505,1,1,0,0,0,1,0,12,3.95,3,3,3,38,10,Active
USR_03506,1,1,0,0,0,1,0,24,6.4,3,3,4,202,18,Champion
USR_03507,0,0,0,0,0,1,0,11,5.02,2,1,3,34,8,Active
USR_03508,1,0,0,0,0,1,0,14,2.79,2,2,3,116,6,Active
USR_03509,0,1,0,0,1,0,0,14,4.05,1,2,3,227,11,Active
USR_03510,1,1,0,1,0,0,0,21,5.28,2,3,4,70,14,Power
USR_03511,1,0,0,1,1,1,0,19,5.57,3,4,4,328,13,Power
USR_03512,1,1,0,0,0,1,0,14,5.9,3,3,3,139,9,Power
USR_03513,0,1,0,0,0,0,0,12,7.19,1,1,3,166,7,Active
USR_03514,1,0,0,0,0,0,0,13,5.83,1,1,3,263,7,Active
USR_03515,0,0,1,1,0,0,0,7,3.46,1,2,2,454,3,Basic
USR_03516,0,1,0,0,1,0,0,8,5.79,1,2,3,143,8,Active
USR_03517,0,1,0,0,0,1,1,4,2.82,3,3,2,397,1,Basic
USR_03518,1,1,0,0,0,1,0,25,6.8,3,3,4,122,16,Champion
USR_03519,1,0,0,0,0,0,0,21,5.27,1,1,4,301,17,Power
USR_03520,1,0,0,0,1,0,1,16,3.67,2,3,3,310,12,Power
USR_03521,0,0,0,0,0,0,1,14,3.89,1,1,3,183,10,Active
USR_03522,1,0,0,1,1,0,1,16,4.18,2,4,3,113,7,Active
USR_03523,0,1,0,1,1,0,0,19,6.34,2,3,4,299,12,Power
USR_03524,0,0,0,0,0,1,0,10,2.24,2,1,3,49,8,Active
USR_03525,0,1,0,0,1,0,1,6,4.57,2,3,2,299,4,Active
USR_03526,0,1,1,1,0,1,1,15,4.53,3,5,3,451,12,Power
USR_03527,0,1,0,1,0,0,0,18,8.26,1,2,4,167,11,Power
USR_03528,1,0,0,0,0,0,0,10,2.56,1,1,3,493,5,Active
USR_03529,0,1,0,1,0,0,0,4,1.56,1,2,2,449,2,Basic
USR_03530,0,0,1,0,0,0,1,11,3.38,1,2,3,411,9,Active
USR_03531,0,0,1,0,0,0,0,6,3.79,1,1,2,421,1,Basic
USR_03532,0,0,0,0,1,0,0,13,4.92,1,1,3,171,12,Active
USR_03533,1,1,1,1,0,0,0,26,6.55,2,4,4,167,16,Champion
USR_03534,0,0,0,0,0,0,0,11,3.75,1,0,3,333,7,Active
USR_03535,0,0,0,0,1,0,0,22,10.06,1,1,4,491,14,Power
USR_03536,1,1,1,0,1,0,0,15,5.68,2,4,3,157,15,Power
USR_03537,0,1,0,0,0,0,0,7,2.31,1,1,2,447,6,Basic
USR_03538,0,0,0,1,0,0,0,18,5.16,1,1,4,285,14,Power
USR_03539,1,0,0,0,0,0,0,14,4.55,1,1,3,72,7,Active
USR_03540,1,0,1,0,1,0,1,7,4.71,2,4,3,197,4,Active
USR_03541,0,0,0,0,0,0,0,11,3.86,1,0,3,93,6,Active
USR_03542,0,0,0,0,0,0,1,4,3.16,1,1,2,345,2,Basic
USR_03543,0,0,1,1,0,1,1,24,7.5,3,4,4,24,17,Champion
USR_03544,0,1,0,1,0,0,0,15,7.21,1,2,3,237,9,Active
USR_03545,0,0,1,0,0,0,0,16,7.97,1,1,4,270,12,Power
USR_03546,0,1,0,0,0,0,0,7,4.41,1,1,2,116,4,Basic
USR_03547,0,1,0,0,1,0,0,13,3.68,1,2,3,218,11,Active
USR_03548,0,0,0,0,0,0,0,14,3.24,1,0,3,375,7,Active
USR_03549,1,1,0,0,0,0,0,13,8.07,1,2,3,264,10,Active
USR_03550,0,0,0,1,0,1,1,12,4.68,3,3,3,121,7,Active
USR_03551,1,1,0,0,0,1,0,13,5.99,3,3,3,380,11,Power
USR_03552,1,1,0,0,0,0,0,15,5.27,1,2,3,18,10,Active
USR_03553,1,0,0,0,0,0,1,13,3.62,1,2,3,277,9,Active
USR_03554,1,1,1,0,1,0,1,23,6.15,2,5,4,444,16,Champion
USR_03555,0,0,0,0,0,0,0,8,4.04,1,0,3,341,6,Basic
USR_03556,1,0,1,1,0,0,0,9,4.27,2,3,3,396,9,Active
USR_03557,1,0,0,0,0,0,0,10,3.44,1,1,3,405,7,Active
USR_03558,0,0,0,0,0,1,1,12,3.38,2,2,3,140,8,Active
USR_03559,1,1,0,0,0,0,0,23,7.38,1,2,4,460,16,Power
USR_03560,0,1,0,0,1,0,0,19,9.63,1,2,4,348,12,Power
USR_03561,1,1,0,0,0,1,0,13,3.73,3,3,3,35,7,Active
USR_03562,1,0,0,0,0,0,0,13,3.28,1,1,3,56,7,Active
USR_03563,0,0,0,0,0,1,0,10,5.02,2,1,3,306,7,Active
USR_03564,1,0,1,0,0,1,0,6,1.42,3,3,2,210,5,Active
USR_03565,0,0,0,0,0,0,1,10,3.06,1,1,3,441,5,Basic
USR_03566,0,0,0,0,0,0,0,6,2.87,1,0,2,104,5,Basic
USR_03567,0,0,1,0,1,1,0,5,2.19,3,3,2,271,3,Active
USR_03568,1,1,0,0,0,1,1,9,3.8,3,4,3,68,7,Active
USR_03569,0,1,0,0,1,1,1,25,8.89,3,4,4,270,19,Champion
USR_03570,0,0,0,0,1,0,0,6,3.87,1,1,2,128,3,Basic
USR_03571,1,0,1,1,0,1,0,12,3.62,3,4,3,185,10,Power
USR_03572,1,0,0,0,0,0,1,10,8.41,1,2,3,106,6,Active
USR_03573,1,0,0,0,0,1,0,15,4.73,2,2,3,92,9,Active
USR_03574,1,0,0,0,0,0,0,9,3.73,1,1,3,269,9,Active
USR_03575,1,0,0,0,1,0,0,2,1.71,1,2,2,309,0,Basic
USR_03576,0,1,1,0,0,0,0,7,1.19,1,2,2,8,4,Basic
USR_03577,0,0,0,1,1,0,0,7,2.56,1,2,3,154,5,Basic
USR_03578,1,0,0,0,0,0,1,9,2.77,1,2,3,141,6,Active
USR_03579,0,1,1,0,0,0,0,21,12.51,1,2,4,277,11,Power
USR_03580,1,0,0,1,1,0,0,15,4.39,2,3,3,85,8,Active
USR_03581,0,1,1,1,0,0,0,22,5.72,2,3,4,85,14,Power
USR_03582,1,0,0,0,1,0,0,13,6.5,1,2,3,373,7,Active
USR_03583,1,0,0,0,0,1,1,5,2.99,3,3,2,492,4,Active
USR_03584,1,1,0,0,0,0,1,21,5.51,2,3,4,150,14,Power
USR_03585,1,0,1,1,0,0,1,10,3.15,2,4,3,487,10,Active
USR_03586,1,0,1,0,1,0,0,26,7.48,2,3,4,207,16,Champion
USR_03587,1,0,1,1,0,0,0,14,3.87,2,3,3,306,11,Active
USR_03588,1,1,0,1,0,0,0,10,4.39,2,3,3,366,8,Active
USR_03589,1,0,0,0,0,0,1,18,4.94,1,2,4,149,12,Power
USR_03590,1,0,1,0,1,0,0,19,7.38,2,3,4,244,15,Power
USR_03591,1,0,1,0,0,1,1,29,8.92,3,4,4,453,19,Champion
USR_03592,0,1,0,0,0,0,0,11,2.49,1,1,3,58,6,Active
USR_03593,0,0,0,0,0,0,0,6,5.13,1,0,2,424,6,Basic
USR_03594,0,1,0,0,0,0,0,8,7.09,1,1,3,485,5,Active
